SeqOrder,sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
7,1,50.0,-1291700,1,1
8,1,55.0,-1291700,1,1
9,1,57.0,-1291700,1,1
10,5,66.0,-1291700,1,1
11,4,141.0,300,1,1
12,5,142.0,300,1,1
13,5,155.0,300,1,1
14,1,167.0,300,1,1
15,1,168.0,300,1,1
16,1,177.0,300,1,1
17,1,180.0,300,1,1
18,13,220.0,300,1,1
19,9,220.0,300,1,1
20,4,267.0,50,1,1
21,5,273.0,50,1,1
22,4,273.0,-684350,1,1
23,5,275.0,-684350,1,1
24,4,275.0,-605000,1,1
25,5,276.0,-605000,1,1
26,4,276.0,-550650,1,1
27,5,277.0,-550650,1,1
28,8,279.0,-550650,1,1
29,4,279.0,-553650,1,1
30,5,284.0,-553650,1,1
31,4,299.0,-1333250,1,1
32,5,300.0,-1333250,1,1
33,6,301.0,-1333250,1,1
34,6,302.0,-1333250,1,1
35,6,304.0,-1333250,1,1
36,7,305.0,-1333250,1,1
0,10,315.0,-1333250,1,1
1,11,0.0,-1333250,1,6
2,6,12.0,-1333250,1,6
3,4,16.0,-1418900,1,6
4,5,25.0,-1418900,1,6
5,1,33.0,-1418900,1,6
6,1,34.0,-1418900,1,6
7,1,36.0,-1418900,1,6
8,5,44.0,-1418900,1,6
9,4,103.0,250,1,6
10,5,105.0,250,1,6
11,5,117.0,250,1,6
12,4,118.0,-1950,1,6
13,5,118.0,-1950,1,6
14,1,184.0,-1950,1,6
15,13,221.0,-1950,1,6
16,9,222.0,-1950,1,6
17,1,250.00000000000003,-1950,1,6
18,1,252.00000000000003,-1950,1,6
19,4,278.0,150,1,6
20,5,287.0,150,1,6
21,4,292.0,-1394700,1,6
22,5,301.0,-1394700,1,6
23,1,304.0,-1394700,1,6
24,5,306.0,-1394700,1,6
25,5,318.0,-1394700,1,6
26,5,329.0,-1394700,1,6
27,5,375.0,-1394700,1,6
28,5,464.00000000000006,-1394700,1,6
29,4,465.00000000000006,300,1,6
30,5,465.00000000000006,300,1,6
31,5,466.00000000000006,300,1,6
32,13,469.00000000000006,300,1,6
33,1,474.00000000000006,300,1,6
34,4,507.00000000000006,-50,1,6
35,5,512.0,-50,1,6
36,4,512.0,-775450,1,6
37,5,514.0,-775450,1,6
38,9,514.0,-775450,1,6
39,8,514.0,-775450,1,6
40,4,514.0,-723100,1,6
41,5,519.0,-723100,1,6
42,7,526.0,-723100,1,6
43,2,541.0,-723100,1,6
0,10,541.0,-723100,1,6
1,11,0.0,-723100,6,4
2,6,5.0,-723100,6,4
3,4,9.0,-1501850,6,4
4,5,18.0,-1501850,6,4
5,5,33.0,-1501850,6,4
6,13,39.0,-1501850,6,4
7,9,40.0,-1501850,6,4
8,1,45.0,-1501850,6,4
9,4,90.0,400,6,4
10,5,91.0,400,6,4
11,5,104.0,400,6,4
12,1,425.0,400,6,4
13,4,581.0,-50,6,4
14,5,589.0,-50,6,4
15,7,604.0,-50,6,4
0,10,629.0,-50,6,4
1,11,0.0,-50,4,3
2,6,11.0,-50,4,3
3,4,16.0,-1365300,4,3
4,5,24.0,-1365300,4,3
5,1,44.0,-1365300,4,3
6,5,114.0,-1365300,4,3
7,1,145.0,-1365300,4,3
8,1,146.0,-1365300,4,3
9,13,231.00000000000003,-1365300,4,3
10,9,231.00000000000003,-1365300,4,3
11,4,231.00000000000003,3700,4,3
12,5,232.00000000000003,3700,4,3
13,5,243.00000000000003,3700,4,3
14,4,244.00000000000003,-3950,4,3
15,5,244.00000000000003,-3950,4,3
16,1,297.0,-3950,4,3
17,4,320.0,100,4,3
18,5,326.0,100,4,3
19,7,336.0,100,4,3
20,2,356.0,100,4,3
0,10,356.0,100,4,3
1,11,0.0,100,3,3
2,6,10.0,100,3,3
3,4,15.000000000000002,-1050000,3,3
4,13,17.0,-1050000,3,3
5,9,18.0,-1050000,3,3
6,5,22.0,-1050000,3,3
7,1,25.0,-1050000,3,3
8,5,50.0,-1050000,3,3
9,4,120.0,300,3,3
10,5,122.0,300,3,3
11,5,132.0,300,3,3
12,1,233.00000000000003,300,3,3
13,4,239.00000000000003,-1600,3,3
14,5,241.00000000000003,-1600,3,3
15,4,242.00000000000003,-246100,3,3
16,5,243.00000000000003,-246100,3,3
17,8,244.00000000000003,-246100,3,3
18,4,244.00000000000003,-260800,3,3
19,5,250.00000000000003,-260800,3,3
20,7,264.0,-260800,3,3
21,2,274.0,-260800,3,3
0,10,274.0,-260800,3,3
1,11,0.0,-260800,3,3
2,4,4.0,-1025100,3,3
3,6,5.0,-1025100,3,3
4,5,10.0,-1025100,3,3
5,1,20.0,-1025100,3,3
6,5,46.0,-1025100,3,3
7,4,93.0,250,3,3
8,5,95.0,250,3,3
9,5,119.0,250,3,3
10,1,346.0,250,3,3
11,4,350.0,-100,3,3
12,5,356.0,-100,3,3
13,7,363.0,-100,3,3
14,13,371.0,-100,3,3
15,9,371.0,-100,3,3
16,2,387.0,-100,3,3
0,10,387.0,-100,3,3
1,11,0.0,-100,3,3
2,4,6.0,-1036150,3,3
3,6,11.0,-1036150,3,3
4,5,13.0,-1036150,3,3
5,1,19.0,-1036150,3,3
6,5,27.0,-1036150,3,3
7,5,35.0,-1036150,3,3
8,5,42.0,-1036150,3,3
9,4,80.0,550,3,3
10,5,82.0,550,3,3
11,5,94.0,550,3,3
12,1,126.0,550,3,3
13,4,128.0,-250,3,3
14,5,134.0,-250,3,3
15,7,137.0,-250,3,3
16,13,149.0,-250,3,3
17,9,149.0,-250,3,3
18,2,177.0,-250,3,3
0,10,177.0,-250,3,3
1,11,0.0,-250,3,1
2,4,33.0,-1000100,3,1
3,6,36.0,-1000100,3,1
4,5,39.0,-1000100,3,1
5,1,44.0,-1000100,3,1
6,5,67.0,-1000100,3,1
7,1,78.0,-1000100,3,1
8,5,93.0,-1000100,3,1
9,4,101.0,350,3,1
10,5,102.0,350,3,1
11,5,114.0,350,3,1
12,1,130.0,350,3,1
13,4,197.0,150,3,1
14,5,205.0,150,3,1
15,7,209.0,150,3,1
16,6,212.0,150,3,1
17,7,228.0,150,3,1
18,13,229.00000000000003,150,3,1
19,9,230.00000000000003,150,3,1
20,4,234.00000000000003,-1415100,3,1
21,5,236.00000000000003,-1415100,3,1
0,10,252.00000000000003,-1415100,3,1
1,11,0.0,-1415100,1,1
2,4,41.0,-1549900,1,1
3,6,47.0,-1549900,1,1
4,5,50.0,-1549900,1,1
5,1,54.0,-1549900,1,1
6,1,66.0,-1549900,1,1
7,1,73.0,-1549900,1,1
8,1,74.0,-1549900,1,1
9,5,90.0,-1549900,1,1
10,5,178.0,-1549900,1,1
11,1,210.0,-1549900,1,1
12,1,212.0,-1549900,1,1
13,1,226.0,-1549900,1,1
14,4,262.0,100,1,1
15,5,267.0,100,1,1
16,4,268.0,-654700,1,1
17,5,270.0,-654700,1,1
18,8,280.0,-654700,1,1
19,4,280.0,-717400,1,1
20,13,283.0,-717400,1,1
21,9,284.0,-717400,1,1
22,5,286.0,-717400,1,1
23,4,292.0,-1496200,1,1
24,5,293.0,-1496200,1,1
25,7,293.0,-1496200,1,1
0,10,308.0,-1496200,1,1
1,11,0.0,-1496200,1,1
2,4,18.0,-1663100,1,1
3,6,23.0,-1663100,1,1
4,5,28.0,-1663100,1,1
5,1,53.0,-1663100,1,1
6,1,64.0,-1663100,1,1
7,1,66.0,-1663100,1,1
8,5,79.0,-1663100,1,1
9,5,145.0,-1663100,1,1
10,1,153.0,-1663100,1,1
11,1,155.0,-1663100,1,1
12,1,157.0,-1663100,1,1
13,4,192.0,-100,1,1
14,5,200.0,-100,1,1
15,13,203.0,-100,1,1
16,9,203.0,-100,1,1
17,4,207.0,-1415050,1,1
18,7,208.0,-1415050,1,1
19,5,209.0,-1415050,1,1
0,10,222.0,-1415050,1,1
1,11,0.0,-1415050,1,10
0,10,19.0,-1415050,1,10
1,11,0.0,-1415050,10,5
2,4,24.0,-1694100,10,5
3,6,29.000000000000004,-1694100,10,5
4,5,33.0,-1694100,10,5
5,1,53.0,-1694100,10,5
6,5,55.0,-1694100,10,5
7,1,55.0,-1694100,10,5
8,4,132.0,400,10,5
9,5,133.0,400,10,5
10,5,146.0,400,10,5
11,4,146.0,-250,10,5
12,5,147.0,-250,10,5
13,1,154.0,-250,10,5
14,1,157.0,-250,10,5
15,4,232.00000000000003,-200,10,5
16,5,238.00000000000003,-200,10,5
17,8,239.00000000000003,-200,10,5
18,4,239.00000000000003,-990050,10,5
19,5,245.00000000000003,-990050,10,5
20,7,254.00000000000003,-990050,10,5
21,13,264.0,-990050,10,5
22,9,264.0,-990050,10,5
23,2,283.0,-990050,10,5
0,10,283.0,-990050,10,5
1,11,0.0,-990050,5,3
2,4,5.0,-1767200,5,3
3,6,7.0,-1767200,5,3
4,5,16.0,-1767200,5,3
5,1,19.0,-1767200,5,3
6,5,31.000000000000004,-1767200,5,3
7,1,45.0,-1767200,5,3
8,1,46.0,-1767200,5,3
9,5,55.0,-1767200,5,3
10,5,59.00000000000001,-1767200,5,3
11,1,76.0,-1767200,5,3
12,5,83.0,-1767200,5,3
13,4,83.0,300,5,3
14,5,85.0,300,5,3
15,1,97.0,300,5,3
16,1,98.0,300,5,3
17,1,100.0,300,5,3
18,1,124.0,300,5,3
19,4,144.0,250,5,3
20,5,151.0,250,5,3
21,7,153.0,250,5,3
22,13,156.0,250,5,3
23,9,156.0,250,5,3
24,4,160.0,-1054100,5,3
25,5,161.0,-1054100,5,3
0,10,171.0,-1054100,5,3
1,11,0.0,-1054100,3,9
2,6,3.0,-1054100,3,9
3,4,6.0,-1065050,3,9
4,5,13.0,-1065050,3,9
5,1,13.0,-1065050,3,9
6,5,25.0,-1065050,3,9
7,1,39.0,-1065050,3,9
8,1,40.0,-1065050,3,9
9,4,78.0,500,3,9
10,5,79.0,500,3,9
11,5,91.0,500,3,9
12,4,91.0,-1650,3,9
13,5,92.0,-1650,3,9
14,1,122.0,-1650,3,9
15,1,131.0,-1650,3,9
16,1,132.0,-1650,3,9
17,1,166.0,-1650,3,9
18,1,215.0,-1650,3,9
19,4,228.0,100,3,9
20,5,232.00000000000003,100,3,9
21,8,234.00000000000003,100,3,9
22,4,234.00000000000003,-498600,3,9
23,5,240.00000000000003,-498600,3,9
24,7,240.00000000000003,-498600,3,9
25,13,259.0,-498600,3,9
26,9,260.0,-498600,3,9
27,2,282.0,-498600,3,9
0,10,282.0,-498600,3,9
1,11,0.0,-498600,9,3
2,4,52.0,-1226900,9,3
3,6,58.00000000000001,-1226900,9,3
4,5,60.00000000000001,-1226900,9,3
5,1,71.0,-1226900,9,3
6,1,82.0,-1226900,9,3
7,5,91.0,-1226900,9,3
8,5,106.0,-1226900,9,3
9,4,166.0,900,9,3
10,5,167.0,900,9,3
11,5,179.0,900,9,3
12,4,179.0,-500,9,3
13,5,180.0,-500,9,3
14,1,214.0,-500,9,3
15,4,220.0,50,9,3
16,5,226.0,50,9,3
17,7,234.00000000000003,50,9,3
18,13,253.00000000000003,50,9,3
19,9,254.00000000000003,50,9,3
20,2,270.0,50,9,3
0,10,270.0,50,9,3
1,11,0.0,50,3,3
2,6,11.0,50,3,3
3,4,30.000000000000004,-994900,3,3
4,5,36.0,-994900,3,3
5,1,37.0,-994900,3,3
6,5,48.0,-994900,3,3
7,5,60.00000000000001,-994900,3,3
8,4,123.0,450,3,3
9,5,125.0,450,3,3
10,5,138.0,450,3,3
11,4,138.0,-3100,3,3
12,5,139.0,-3100,3,3
13,1,199.0,-3100,3,3
14,4,207.0,0,3,3
15,5,213.0,0,3,3
16,7,224.0,0,3,3
17,13,244.00000000000003,0,3,3
18,9,245.00000000000003,0,3,3
19,2,260.0,0,3,3
0,10,260.0,0,3,3
1,11,0.0,0,3,6
2,6,14.0,0,3,6
3,4,21.0,-1020150,3,6
4,5,27.0,-1020150,3,6
5,1,27.0,-1020150,3,6
6,5,64.0,-1020150,3,6
7,1,82.0,-1020150,3,6
8,1,83.0,-1020150,3,6
9,4,178.0,350,3,6
10,5,180.0,350,3,6
11,5,192.0,350,3,6
12,4,192.0,-250,3,6
13,5,193.0,-250,3,6
14,1,201.0,-250,3,6
15,4,242.00000000000003,-150,3,6
16,5,251.00000000000003,-150,3,6
17,7,256.0,-150,3,6
18,13,269.0,-150,3,6
19,9,270.0,-150,3,6
20,2,287.0,-150,3,6
0,10,287.0,-150,3,6
1,11,0.0,-150,6,6
2,4,24.0,-1495100,6,6
3,6,32.0,-1495100,6,6
4,5,33.0,-1495100,6,6
5,5,57.0,-1495100,6,6
6,5,135.0,-1495100,6,6
7,4,135.0,350,6,6
8,5,136.0,350,6,6
9,1,146.0,350,6,6
10,4,159.0,150,6,6
11,5,161.0,150,6,6
12,4,165.0,-55000,6,6
13,5,170.0,-55000,6,6
14,8,185.0,-55000,6,6
15,4,185.0,-759150,6,6
16,5,190.0,-759150,6,6
17,7,197.0,-759150,6,6
18,13,206.0,-759150,6,6
19,9,207.0,-759150,6,6
20,2,222.0,-759150,6,6
0,10,222.0,-759150,6,6
1,11,0.0,-759150,6,6
2,6,28.0,-759150,6,6
3,4,34.0,-1538100,6,6
4,5,43.0,-1538100,6,6
5,5,55.0,-1538100,6,6
6,5,127.0,-1538100,6,6
7,4,127.0,2650,6,6
8,5,128.0,2650,6,6
9,1,134.0,2650,6,6
10,1,145.0,2650,6,6
11,4,157.0,50,6,6
12,5,162.0,50,6,6
13,4,162.0,-789250,6,6
14,5,163.0,-789250,6,6
15,1,188.0,-789250,6,6
16,1,191.0,-789250,6,6
17,8,193.0,-789250,6,6
18,4,194.0,-764800,6,6
19,5,199.0,-764800,6,6
20,7,203.0,-764800,6,6
21,13,225.0,-764800,6,6
22,9,225.0,-764800,6,6
23,4,228.0,-1543850,6,6
24,5,233.00000000000003,-1543850,6,6
25,2,244.00000000000003,-1543850,6,6
0,10,244.00000000000003,-1543850,6,6
1,11,0.0,-1543850,6,6
0,10,0.0,-1543850,6,6
1,11,0.0,-1543850,6,6
2,4,85.0,-1536900,6,6
3,6,93.0,-1536900,6,6
4,5,94.0,-1536900,6,6
5,5,117.0,-1536900,6,6
6,4,202.0,2450,6,6
7,5,203.0,2450,6,6
8,5,216.0,2450,6,6
9,4,216.0,-3250,6,6
10,5,217.0,-3250,6,6
11,1,227.0,-3250,6,6
12,4,266.0,150,6,6
13,5,268.0,150,6,6
14,4,270.0,-134150,6,6
15,5,274.0,-134150,6,6
16,8,275.0,-134150,6,6
17,4,276.0,-757950,6,6
18,5,281.0,-757950,6,6
19,7,288.0,-757950,6,6
20,13,300.0,-757950,6,6
21,9,301.0,-757950,6,6
0,10,316.0,-757950,6,6
1,11,0.0,-757950,9,9
2,6,4.0,-757950,9,9
3,4,8.0,-1250150,9,9
4,5,16.0,-1250150,9,9
5,5,42.0,-1250150,9,9
6,1,67.0,-1250150,9,9
7,1,76.0,-1250150,9,9
8,13,424.0,-1250150,9,9
9,9,425.0,-1250150,9,9
10,5,433.0,-1250150,9,9
11,4,469.00000000000006,600,9,9
12,5,470.00000000000006,600,9,9
13,5,480.00000000000006,600,9,9
14,4,554.0,100,9,9
15,5,559.0,100,9,9
16,8,563.0,100,9,9
17,4,563.0,-463450,9,9
18,5,568.0,-463450,9,9
19,7,577.0,-463450,9,9
0,10,599.0,-463450,9,9
1,11,0.0,-463450,9,9
2,6,13.0,-463450,9,9
3,4,18.0,-1243050,9,9
4,5,25.0,-1243050,9,9
5,5,49.0,-1243050,9,9
6,1,156.0,-1243050,9,9
7,1,171.0,-1243050,9,9
8,4,304.0,250,9,9
9,5,304.0,250,9,9
10,5,314.0,250,9,9
11,4,353.0,200,9,9
12,5,357.0,200,9,9
13,8,358.0,200,9,9
14,4,359.0,-450950,9,9
15,5,364.0,-450950,9,9
16,7,370.0,-450950,9,9
17,13,378.0,-450950,9,9
18,9,378.0,-450950,9,9
0,10,396.0,-450950,9,9
1,11,0.0,-450950,9,9
2,6,19.0,-450950,9,9
3,4,25.0,-1252000,9,9
4,5,33.0,-1252000,9,9
5,5,55.0,-1252000,9,9
6,4,98.0,2450,9,9
7,5,100.0,2450,9,9
8,5,109.0,2450,9,9
9,4,162.0,200,9,9
10,5,166.0,200,9,9
11,4,167.0,-443300,9,9
12,5,169.0,-443300,9,9
13,8,170.0,-443300,9,9
14,4,170.0,-434450,9,9
15,5,175.0,-434450,9,9
16,7,183.0,-434450,9,9
17,13,192.0,-434450,9,9
18,9,193.0,-434450,9,9
19,2,211.0,-434450,9,9
0,10,211.0,-434450,9,9
1,11,0.0,-434450,9,9
2,6,7.0,-434450,9,9
3,4,12.0,-1240050,9,9
4,5,20.0,-1240050,9,9
5,5,41.0,-1240050,9,9
6,1,51.0,-1240050,9,9
7,1,60.00000000000001,-1240050,9,9
8,5,94.0,-1240050,9,9
9,4,140.0,-100,9,9
10,5,144.0,-100,9,9
11,4,145.0,-303500,9,9
12,5,146.0,-303500,9,9
13,8,147.0,-303500,9,9
14,4,147.0,-370200,9,9
15,5,153.0,-370200,9,9
16,7,160.0,-370200,9,9
17,13,169.0,-370200,9,9
18,9,169.0,-370200,9,9
0,10,189.0,-370200,9,9
1,11,0.0,-370200,9,1
2,6,8.0,-370200,9,1
3,4,13.0,-1154100,9,1
4,5,20.0,-1154100,9,1
5,1,30.000000000000004,-1154100,9,1
6,5,32.0,-1154100,9,1
7,4,86.0,400,9,1
8,5,87.0,400,9,1
9,5,96.0,400,9,1
10,1,114.0,400,9,1
11,1,123.0,400,9,1
12,1,124.0,400,9,1
13,1,154.0,400,9,1
14,4,260.0,0,9,1
15,5,265.0,0,9,1
16,4,265.0,-573300,9,1
17,5,266.0,-573300,9,1
18,13,267.0,-573300,9,1
19,8,267.0,-573300,9,1
20,4,267.0,-646450,9,1
21,9,268.0,-646450,9,1
22,5,273.0,-646450,9,1
23,4,275.0,-1425150,9,1
24,5,276.0,-1425150,9,1
25,6,277.0,-1425150,9,1
26,7,277.0,-1425150,9,1
0,10,292.0,-1425150,9,1
1,11,0.0,-1425150,1,1
2,4,3.0,-1470200,1,1
3,5,6.0,-1470200,1,1
0,10,42.0,-1470200,1,1
1,11,0.0,-1470200,1,1
2,4,3.0,-1465050,1,1
3,5,6.0,-1465050,1,1
0,10,42.0,-1465050,1,1
1,11,0.0,-1465050,1,1
2,6,42.0,-1465050,1,1
3,4,49.0,-1490100,1,1
4,5,57.0,-1490100,1,1
5,1,88.0,-1490100,1,1
6,1,89.0,-1490100,1,1
7,5,91.0,-1490100,1,1
8,5,101.0,-1490100,1,1
9,5,161.0,-1490100,1,1
10,1,201.0,-1490100,1,1
11,1,203.0,-1490100,1,1
12,4,254.00000000000003,100,1,1
13,5,259.0,100,1,1
14,4,260.0,-617600,1,1
15,5,261.0,-617600,1,1
16,8,261.0,-617600,1,1
17,4,263.0,-657800,1,1
18,5,269.0,-657800,1,1
19,7,283.0,-657800,1,1
20,13,294.0,-657800,1,1
21,9,295.0,-657800,1,1
22,4,298.0,-1437200,1,1
23,5,299.0,-1437200,1,1
0,10,314.0,-1437200,1,1
1,11,0.0,-1437200,1,10
2,6,38.0,-1437200,1,10
3,4,44.0,-1499100,1,10
4,5,52.0,-1499100,1,10
5,1,60.00000000000001,-1499100,1,10
6,1,62.00000000000001,-1499100,1,10
7,5,66.0,-1499100,1,10
8,5,73.0,-1499100,1,10
9,1,394.0,-1499100,1,10
10,1,419.0,-1499100,1,10
11,1,420.0,-1499100,1,10
12,13,784.0,-1499100,1,10
13,9,785.0,-1499100,1,10
14,5,872.0,-1499100,1,10
15,5,917.0,-1499100,1,10
16,1,946.0,-1499100,1,10
17,4,954.0,250,1,10
18,5,960.0,250,1,10
19,7,962.0,250,1,10
0,10,975.0,250,1,10
1,11,0.0,250,10,1
2,6,11.0,250,10,1
3,4,23.0,-1170100,10,1
4,5,30.000000000000004,-1170100,10,1
5,1,31.000000000000004,-1170100,10,1
6,5,52.0,-1170100,10,1
7,1,52.0,-1170100,10,1
8,1,53.0,-1170100,10,1
9,1,89.0,-1170100,10,1
10,5,131.0,-1170100,10,1
11,4,131.0,2350,10,1
12,5,132.0,2350,10,1
13,13,244.00000000000003,2350,10,1
14,9,245.00000000000003,2350,10,1
15,1,310.0,2350,10,1
16,4,349.0,50,10,1
17,5,351.0,50,10,1
18,4,353.0,-5100,10,1
19,5,358.0,-5100,10,1
20,8,358.0,-5100,10,1
21,4,359.0,-692250,10,1
22,5,364.0,-692250,10,1
23,7,374.0,-692250,10,1
24,4,382.0,-1471150,10,1
25,5,383.0,-1471150,10,1
0,10,398.0,-1471150,10,1
1,11,0.0,-1471150,1,1
2,6,18.0,-1471150,1,1
3,4,24.0,-1452100,1,1
4,5,33.0,-1452100,1,1
5,1,81.0,-1452100,1,1
6,1,82.0,-1452100,1,1
7,5,86.0,-1452100,1,1
8,5,96.0,-1452100,1,1
9,4,151.0,350,1,1
10,5,152.0,350,1,1
11,5,163.0,350,1,1
12,1,249.00000000000003,350,1,1
13,1,251.00000000000003,350,1,1
14,1,278.0,350,1,1
15,4,320.0,-100,1,1
16,5,325.0,-100,1,1
17,4,325.0,-702550,1,1
18,5,326.0,-702550,1,1
19,4,327.0,-673950,1,1
20,5,328.0,-673950,1,1
21,8,328.0,-673950,1,1
22,4,329.0,-660950,1,1
23,7,334.0,-660950,1,1
24,5,335.0,-660950,1,1
25,13,343.0,-660950,1,1
26,9,344.0,-660950,1,1
27,4,347.0,-1439950,1,1
28,5,348.0,-1439950,1,1
0,10,363.0,-1439950,1,1
1,11,0.0,-1439950,1,6
2,6,7.0,-1439950,1,6
3,4,15.000000000000002,-1668200,1,6
4,5,25.0,-1668200,1,6
5,1,55.0,-1668200,1,6
6,1,65.0,-1668200,1,6
7,5,87.0,-1668200,1,6
8,1,151.0,-1668200,1,6
9,4,201.0,300,1,6
10,5,201.0,300,1,6
11,4,204.0,-1100,1,6
12,5,205.0,-1100,1,6
13,5,216.0,-1100,1,6
14,5,217.0,-1100,1,6
15,1,220.0,-1100,1,6
16,4,232.00000000000003,0,1,6
17,5,238.00000000000003,0,1,6
18,8,243.00000000000003,0,1,6
19,4,243.00000000000003,-730750,1,6
20,5,248.00000000000003,-730750,1,6
21,7,259.0,-730750,1,6
22,13,273.0,-730750,1,6
23,9,273.0,-730750,1,6
0,10,360.0,-730750,1,6
1,11,0.0,-730750,6,1
2,6,16.0,-730750,6,1
3,4,22.0,-1510150,6,1
4,5,31.000000000000004,-1510150,6,1
5,5,45.0,-1510150,6,1
6,1,65.0,-1510150,6,1
7,5,135.0,-1510150,6,1
8,1,193.0,-1510150,6,1
9,1,226.0,-1510150,6,1
10,4,283.0,250,6,1
11,5,288.0,250,6,1
12,8,288.0,250,6,1
13,4,290.0,-645400,6,1
14,5,295.0,-645400,6,1
15,7,295.0,-645400,6,1
16,6,314.0,-645400,6,1
17,4,319.0,-1424200,6,1
18,5,327.0,-1424200,6,1
19,4,345.0,-105100,6,1
20,5,345.0,-105100,6,1
21,4,347.0,-105100,6,1
22,5,355.0,-105100,6,1
23,7,362.0,-105100,6,1
24,13,390.0,-105100,6,1
25,9,391.0,-105100,6,1
26,4,394.0,-1424150,6,1
27,5,395.0,-1424150,6,1
0,10,410.0,-1424150,6,1
1,11,0.0,-1424150,1,1
2,6,7.0,-1424150,1,1
3,4,11.0,-1649200,1,1
4,5,21.0,-1649200,1,1
5,1,32.0,-1649200,1,1
6,1,36.0,-1649200,1,1
7,1,38.0,-1649200,1,1
8,5,58.00000000000001,-1649200,1,1
9,5,69.0,-1649200,1,1
10,5,113.0,-1649200,1,1
11,1,178.0,-1649200,1,1
12,1,179.0,-1649200,1,1
13,1,181.0,-1649200,1,1
14,13,200.0,-1649200,1,1
15,9,201.0,-1649200,1,1
16,4,218.0,-100,1,1
17,5,221.0,-100,1,1
18,8,227.0,-100,1,1
19,4,231.00000000000003,-223500,1,1
20,5,239.00000000000003,-223500,1,1
21,7,242.00000000000003,-223500,1,1
22,4,244.00000000000003,-1434200,1,1
23,5,245.00000000000003,-1434200,1,1
0,10,260.0,-1434200,1,1
1,11,0.0,-1434200,1,1
2,6,7.0,-1434200,1,1
3,4,15.000000000000002,-1452100,1,1
4,5,23.0,-1452100,1,1
5,1,36.0,-1452100,1,1
6,1,37.0,-1452100,1,1
7,1,38.0,-1452100,1,1
8,5,39.0,-1452100,1,1
9,5,49.0,-1452100,1,1
10,4,83.0,400,1,1
11,5,84.0,400,1,1
12,5,94.0,400,1,1
13,1,194.0,400,1,1
14,1,195.0,400,1,1
15,1,197.0,400,1,1
16,4,236.00000000000003,-100,1,1
17,5,245.00000000000003,-100,1,1
18,7,256.0,-100,1,1
19,13,267.0,-100,1,1
20,9,268.0,-100,1,1
21,4,274.0,-1415150,1,1
22,5,275.0,-1415150,1,1
0,10,288.0,-1415150,1,1
1,11,0.0,-1415150,1,2
2,6,26.0,-1415150,1,2
3,4,33.0,-1498100,1,2
4,5,42.0,-1498100,1,2
5,1,58.00000000000001,-1498100,1,2
6,1,60.00000000000001,-1498100,1,2
7,1,62.00000000000001,-1498100,1,2
8,5,70.0,-1498100,1,2
9,5,80.0,-1498100,1,2
10,1,134.0,-1498100,1,2
11,5,208.0,-1498100,1,2
12,4,208.0,150,1,2
13,5,209.0,150,1,2
14,1,236.00000000000003,150,1,2
15,4,277.0,50,1,2
16,5,281.0,50,1,2
17,4,281.0,-421850,1,2
18,5,282.0,-421850,1,2
19,8,283.0,-421850,1,2
20,4,285.0,-474000,1,2
21,5,290.0,-474000,1,2
22,7,297.0,-474000,1,2
23,13,312.0,-474000,1,2
24,9,312.0,-474000,1,2
0,10,329.0,-474000,1,2
1,11,0.0,-474000,2,2
2,6,4.0,-474000,2,2
3,4,9.0,-1253150,2,2
4,5,17.0,-1253150,2,2
5,5,36.0,-1253150,2,2
6,4,89.0,1850,2,2
7,5,90.0,1850,2,2
8,5,101.0,1850,2,2
9,1,127.0,1850,2,2
10,4,147.0,100,2,2
11,5,150.0,100,2,2
12,4,150.0,-250000,2,2
13,5,152.0,-250000,2,2
14,4,152.0,-350200,2,2
15,8,153.0,-350200,2,2
16,5,153.0,-350200,2,2
17,4,155.0,-386600,2,2
18,5,160.0,-386600,2,2
19,7,166.0,-386600,2,2
20,13,176.0,-386600,2,2
21,9,177.0,-386600,2,2
22,2,194.0,-386600,2,2
0,10,194.0,-386600,2,2
1,11,0.0,-386600,2,2
2,6,8.0,-386600,2,2
3,4,14.0,-1163150,2,2
4,5,21.0,-1163150,2,2
5,5,42.0,-1163150,2,2
6,1,58.00000000000001,-1163150,2,2
7,4,86.0,400,2,2
8,5,87.0,400,2,2
9,5,96.0,400,2,2
10,1,102.0,400,2,2
11,4,114.0,50,2,2
12,5,117.0,50,2,2
13,4,121.0,-453300,2,2
14,5,123.0,-453300,2,2
15,8,124.0,-453300,2,2
16,4,124.0,-468700,2,2
17,5,129.0,-468700,2,2
18,7,132.0,-468700,2,2
19,13,135.0,-468700,2,2
20,9,135.0,-468700,2,2
21,2,157.0,-468700,2,2
0,10,157.0,-468700,2,2
1,11,0.0,-468700,2,4
2,6,8.0,-468700,2,4
3,4,19.0,-1248150,2,4
4,5,26.0,-1248150,2,4
5,1,38.0,-1248150,2,4
6,5,46.0,-1248150,2,4
7,1,51.0,-1248150,2,4
8,5,450.0,-1248150,2,4
9,1,809.0,-1248150,2,4
10,4,913.0,150,2,4
11,5,921.0,150,2,4
12,13,960.0,150,2,4
13,9,961.0,150,2,4
14,7,978.0,150,2,4
15,6,980.0,150,2,4
16,7,981.0,150,2,4
17,4,988.0,-1308100,2,4
18,5,990.0,-1308100,2,4
0,10,1005.0,-1308100,2,4
1,11,0.0,-1308100,4,1
2,6,103.0,-1308100,4,1
3,4,110.0,-1360000,4,1
4,5,118.0,-1360000,4,1
5,1,127.0,-1360000,4,1
