Sequence,Step,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TimeDiff,LSTM_Predicted_Cumulative,LSTM_Predicted_TotalTime,TimeDiff_Improvement_Abs,Cumulative_Improvement_Abs,decoded_sourceID,BodyGroup_to,BodyGroup_from,SN,Row_Number,LSTM_Predicted_Increment,Increment_MAE_Transformer,Increment_MAE_LSTM,Increment_Improvement_Pct,Cumulative_MAE_Transformer,Cumulative_MAE_LSTM,Cumulative_Improvement_Pct
0,4,0.058405895,15.127127,76.06808,2.0,64.0,8.165462,158.7601,,6.961665459777832,-19.471722551269536,MRI_FRR_264,HEAD,HEAD,175974,,16.173357,13.127127,14.173357009887695,-7.969984672866313,12.068079999999995,94.76010131835938,-685.2127373895385
0,4,0.04441039,11.946395,58.607826,9.0,33.0,20.726007,171.05792,,-8.77961246154785,-24.286827320312497,MRI_FRR_264,SHOULDER,KNEE,175651,,12.297819,2.9463950000000008,3.297819137573242,-11.92725814336643,25.607826000000003,138.05792236328125,-439.1239473560982
0,5,0.044190302,11.887192,70.49502,24.0,57.0,20.726038,183.2948,,8.838845979125976,-33.12566939208985,MRI_MPT_1005,SHOULDER,KNEE,175651,,12.236875,12.112808,11.7631254196167,2.886882879537925,13.495019999999997,126.2947998046875,-835.8622647812862
0,5,0.059545767,15.422354,91.49043,93.0,157.0,7.985576,199.7838,,-7.436777847198485,-51.04465592163086,MRI_CCS_11,HEAD,HEAD,175974,,16.489004,77.577646,76.51099586486816,1.374945219569871,65.50957,42.78379821777344,34.69076622274663
0,5,0.05282869,16.218407,96.622826,9.0,77.0,18.872372,214.41275,,-2.653964673583985,2.2890552480468784,MRI_FRR_264,SHOULDER,SHOULDER,182625,5.0,14.628957,7.218406999999999,5.6289567947387695,22.019404077121585,19.622826000000003,137.41275024414062,-600.2699317832233
0,6,0.059941504,15.52485,107.01528,9.0,166.0,7.965937,231.01134,,5.4907871376037605,-58.60356735351563,MRI_CCS_11,HEAD,HEAD,175974,,16.598589,6.524850000000001,7.598588943481445,-16.45614755100032,58.984719999999996,65.01133728027344,-10.217251654790328
0,6,0.05220054,16.025566,112.64839,6.0,83.0,18.840307,245.46635,,-2.814741235717772,-0.525689895019525,MRI_CCS_11,SHOULDER,SHOULDER,182625,6.0,14.455014,10.025566000000001,8.4550142288208,15.66546737789368,29.648390000000006,162.4663543701172,-447.97698751978487
0,6,0.044028077,11.843553,82.33857,6.0,63.0,20.725718,257.6583,,-8.882164544555664,-42.00783502929687,MRI_CCS_11,SHOULDER,KNEE,175651,,12.191952,5.843553,6.191951751708984,-5.962104762444772,19.338570000000004,194.65829467773438,-906.5806038281752
0,7,0.043856703,11.797453,94.136024,116.0,179.0,20.721937,269.8028,,8.924484179565425,50.93232011621093,MRI_FRR_264,SHOULDER,KNEE,175651,,12.144496,104.202547,103.8555040359497,0.3330465272123229,84.863976,90.80279541015625,-6.998045213149401
0,7,0.052272197,16.047564,128.69595,130.0,213.0,18.928997,284.27765,,2.881433039794928,3.407123120117177,MRI_CCS_11,SHOULDER,SHOULDER,182625,7.0,14.474857,113.952436,115.52514266967773,-1.3801430885406685,84.30404999999999,71.27764892578125,15.451690724489204
0,7,0.05926712,15.3501835,122.36546,1.0,167.0,7.7395515,300.68948,,7.610631955810547,-66.21419580932617,MRI_FRR_264,HEAD,HEAD,175974,,16.411842,14.3501835,15.411842346191406,-7.3982248811759534,44.63454,133.68948364257812,-199.52024517913284
0,8,0.052939665,16.252478,144.94843,1.0,214.0,18.671068,315.34918,,-2.4185901915283203,5.825709404296873,MRI_FRR_257,SHOULDER,SHOULDER,182625,8.0,14.659687,15.252478,13.659687042236328,10.44283399565416,69.05157,101.34918212890625,-46.77317565539242
0,8,0.060026366,15.546829,137.9123,2.0,169.0,7.2313886,331.97128,,8.315440431121827,-74.52964771728514,MRI_FRR_257,HEAD,HEAD,175974,,16.622087,13.546829,14.622087478637695,-7.937344441549345,31.087700000000012,162.97128295898438,-424.23075029347393
0,8,0.043376956,11.668401,105.80443,2.0,181.0,20.724161,343.98294,,-9.05576014807129,59.98808098632813,MRI_FRR_257,SHOULDER,KNEE,175651,,12.011647,9.668401,10.01164722442627,-3.5501860589591825,75.19557,162.98294067382812,-116.74540225418615
0,9,0.05935375,15.372622,153.28491,2.0,171.0,6.2793508,360.41876,,9.093271242401125,-83.62290743652343,MRI_FRR_264,HEAD,HEAD,175974,,16.435833,13.372622,14.435832977294922,-7.950654533530688,17.715090000000004,189.41876220703125,-969.2509166311389
0,9,0.043837614,11.792318,117.59675,13.0,194.0,20.712328,372.55798,,-6.50464595715332,68.90808703613281,MRI_FRR_264,SHOULDER,KNEE,175651,,12.139211,1.2076820000000001,0.8607892990112305,28.723844603858435,76.40325,178.5579833984375,-133.70469632959004
0,9,0.052886087,16.236029,161.18445,10.0,224.0,18.263693,387.20282,,-2.0276638558349624,7.853376538085939,MRI_FRR_264,SHOULDER,SHOULDER,182625,9.0,14.644851,6.2360289999999985,4.644850730895996,25.51588950442666,62.81555,163.20281982421875,-159.8127690105694
0,10,0.044006452,11.837735,129.43448,16.0,210.0,20.671982,399.3888,,-0.5097168115234378,77.74233884765624,MRI_FRR_264,SHOULDER,KNEE,175651,,12.185964,4.162265,3.8140363693237305,8.36632532230094,80.56551999999999,189.3887939453125,-135.07425254043233
0,10,0.052854635,16.226374,177.41083,2.0,226.0,15.670926,414.02493,,0.5554479059448241,7.297925493164058,MRI_FRR_264,SHOULDER,SHOULDER,182625,10.0,14.636141,14.226374,12.636140823364258,11.178063901846965,48.589169999999996,188.02493286132812,-286.96880984245695
0,10,0.059743606,15.473594,168.7585,2.0,173.0,4.477065,430.56873,,10.996528913635254,-94.61943139648436,MRI_FRR_257,HEAD,HEAD,175974,,16.543787,13.473594,14.543787002563477,-7.94289187104403,4.241500000000002,257.5687255859375,-5972.585773569194
0,11,0.04379743,11.781508,141.21599,41.0,251.0,20.68587,442.6968,,8.904361216918943,86.64669615722656,MRI_CCS_11,SHOULDER,KNEE,175651,,12.128082,29.218491999999998,28.871917724609375,1.1861470311014775,109.78401,191.69680786132812,-74.61268527295381
0,11,0.058660638,15.193105,183.9516,1.0,174.0,2.2429016,458.9407,,12.95020343635559,-87.66642673339842,MRI_FRR_264,HEAD,HEAD,175974,,16.243898,14.193105,15.243898391723633,-7.4035483548077305,9.951600000000013,284.9407043457031,-2763.2652472537357
0,11,0.052806832,16.211697,193.62253,7.0,233.0,13.786962,473.5636,,2.424735444519044,4.873182280273426,MRI_FRR_257,SHOULDER,SHOULDER,182625,11.0,14.622904,9.211697000000001,7.622903823852539,17.24756226944353,39.37746999999999,240.5635986328125,-510.91684822009273
0,12,0.05285057,16.225124,209.84766,2.0,235.0,8.1365385,488.1986,,8.088585494445802,-3.215412075195303,MRI_FRR_264,SHOULDER,SHOULDER,182625,12.0,14.6350155,14.225124000000001,12.635015487670898,11.178169781360799,25.15234000000001,253.1986083984375,-906.6602487022575
0,12,0.043089136,11.590978,152.80696,5.0,256.0,20.457352,500.13055,,-8.866373684570313,95.51307784179689,MRI_FRR_257,SHOULDER,KNEE,175651,,11.931947,6.590978,6.931946754455566,-5.173264945741992,103.19304,244.13055419921875,-136.5765696981296
0,12,0.058495075,15.150225,199.10182,0.0,174.0,0.58105886,516.3286,,14.569166140174866,-71.9351444165039,MRI_FRR_34,HEAD,HEAD,175974,,16.198053,15.150225,16.19805335998535,-6.916256095109814,25.101820000000004,342.32861328125,-1263.760130864017
0,13,0.058192696,15.071908,214.17374,6.0,180.0,0.0,532.44293,,3.0719080000000005,-68.8632244165039,MRI_FRR_257,HEAD,HEAD,175974,,16.11432,9.071908,10.114320755004883,-11.490556947941737,34.17374000000001,352.44293212890625,-931.3267793601348
0,13,0.043106537,11.595658,164.40262,0.0,256.0,19.116348,544.3797,,-7.520690266601562,80.16097863281249,MRI_FRR_264,SHOULDER,KNEE,175651,,11.936766,11.595658,11.936765670776367,-2.9416844716907566,91.59737999999999,288.37969970703125,-214.8340047575938
0,13,0.052934725,16.250961,226.09862,46.0,281.0,17.859804,559.038,,1.6088431534423826,-1.6065698291015735,MRI_FRR_3,SHOULDER,SHOULDER,182625,13.0,14.658319,29.749039,31.3416805267334,-5.353589831030839,54.90137999999999,278.03802490234375,-406.43175982524264
0,14,0.057425335,14.873161,229.0469,8.0,188.0,0.0,574.9399,,-1.1268390000000004,-69.99006441650391,MRI_FRR_264,HEAD,HEAD,175974,,15.901828,6.873161,7.901827812194824,-14.966429743095274,41.046899999999994,386.93988037109375,-842.6774747206094
0,14,0.04238122,11.400548,175.80316,1.0,257.0,12.685019,586.6758,,-1.2844705394287104,58.07541055664064,MRI_FRR_257,SHOULDER,KNEE,175651,,11.735915,10.400548,10.735915184020996,-3.2245145546272704,81.19684000000001,329.67578125,-306.02045750795224
0,14,0.05248154,16.111834,242.21045,0.0,281.0,2.3160522,601.2086,,13.795781801589968,-15.402344531250009,MRI_MSR_34,SHOULDER,SHOULDER,182625,14.0,14.532826,16.111834,14.53282642364502,9.800296951638044,38.78954999999999,320.2086181640625,-725.502276164747
0,15,0.052438304,16.098558,258.30902,11.0,292.0,0.0,615.7295,,-5.901441999999999,-31.50091453124997,MRI_MPT_1005,SHOULDER,SHOULDER,182625,15.0,14.520853,5.098558000000001,3.520853042602539,30.944140625593775,33.690980000000025,323.7294921875,-860.8788233156167
0,15,0.057605714,14.91988,243.96678,71.0,259.0,0.0,631.6813,,-14.91988,-167.0037444165039,MRI_MSR_34,HEAD,HEAD,175974,,15.951777,56.08012,55.04822254180908,1.8400414588822542,15.03322,372.6812744140625,-2379.0515565797778
0,15,0.04293012,11.548202,187.35136,0.0,257.0,0.7342891,643.5692,,10.81391289029312,45.792927109375,MRI_FRR_264,SHOULDER,KNEE,175651,,11.887913,11.548202,11.88791275024414,-2.941676550549954,69.64864,386.5692138671875,-455.0276557692835
0,16,0.058043323,15.033221,259.0,-259.0,0.0,0.0,659.64215,,15.033221000000026,182.0369644165039,MRI_MPT_1005,HEAD,HEAD,175974,,16.072958,274.033221,275.0729579925537,-0.3794200530722094,259.0,659.6421508789062,-154.68808914243485
0,16,0.042779937,11.507803,198.85916,4.0,261.0,0.0,671.48846,,3.507802999999999,42.285127109375,MRI_FRR_257,SHOULDER,KNEE,175651,,11.846325,7.507802999999999,7.846324920654297,-4.508934513256379,62.14084,410.48846435546875,-560.5775917343067
0,16,0.05270038,16.179018,274.48804,1.0,293.0,0.0,686.0819,,14.179018,-47.67993453125001,MRI_FRR_257,SHOULDER,SHOULDER,182625,16.0,14.593427,15.179018,13.593426704406738,10.44594120379369,18.511959999999988,393.0819091796875,-2023.3943309065478
0,17,0.052798063,16.209005,290.69705,14.0,307.0,0.0,700.7024,,-11.790995,-63.88894453124999,MRI_FRR_264,SHOULDER,SHOULDER,182625,17.0,14.620476,2.209005000000001,0.6204757690429688,71.9115271788444,16.30295000000001,393.702392578125,-2314.9150465291546
0,17,0.043399796,11.674545,210.5337,0.0,261.0,0.0,712.72034,,11.674545,30.61058710937499,MRI_FRR_264,SHOULDER,KNEE,175651,,12.017973,11.674545,12.017972946166992,-2.941681634419089,50.46629999999999,451.7203369140625,-795.0930361727779
0,18,0.043206,11.622414,222.15613,1.0,262.0,0.0,724.68463,,9.622414,20.98815710937501,MRI_FRR_257,SHOULDER,KNEE,175651,,11.964308,10.622414,10.96430778503418,-3.2186072302791113,39.84387000000001,462.68463134765625,-1061.244204811571
0,18,0.053104095,16.302958,307.0,-307.0,0.0,0.0,739.38983,,16.30295799999999,80.19189453125,MRI_EXU_95,SHOULDER,SHOULDER,182625,18.0,14.705221,323.302958,321.70522117614746,0.49419183595979616,307.0,739.3898315429688,-140.84359333647188
0,19,0.043594267,11.726858,233.88298,1.0,263.0,0.0,751.4617,,9.726858,11.261307109374997,MRI_FRR_264,SHOULDER,KNEE,175651,,12.071824,10.726858,11.071824073791504,-3.2159097639915055,29.117019999999997,488.461669921875,-1577.5812563300606
0,20,0.04293615,11.549825,245.4328,0.0,263.0,0.0,763.35126,,11.549825,-0.2885128906249861,MRI_FRR_34,SHOULDER,KNEE,175651,,11.889584,11.549825,11.889583587646484,-2.94167736434521,17.567200000000014,500.35125732421875,-2748.2129043001637
0,21,0.043530878,11.709806,257.1426,6.0,269.0,0.0,775.4055,,-0.2901939999999996,0.0016871093749841,MRI_FRR_257,SHOULDER,KNEE,175651,,12.054271,5.709806,6.0542707443237305,-6.032862488212911,11.857399999999984,506.405517578125,-4170.797287585185
0,22,0.044079486,11.857382,269.0,-269.0,0.0,0.0,787.6117,787.6116943359375,11.857381999999973,-11.855712890625,MRI_FRR_264,SHOULDER,KNEE,175651,,12.206187,280.857382,281.20618724823,-0.12419301417187166,269.0,787.6116943359375,-192.79245142599908
1,1,0.047204997,16.285725,32.630444,-304.0,0.0,0.0,14.877867,,16.285725000000014,32.630444,MRI_MSR_100,SHOULDER,KNEE,175651,,14.877867,320.285725,318.8778667449951,0.4395632228082898,32.630444,14.877866744995117,54.404951569169214
1,1,0.03876341,9.690853,19.514172,-281.0,0.0,7.288088,27.09515,,2.402765155151372,12.226084155151366,MRI_MSR_100,HEAD,HEAD,175974,,12.217284,290.690853,293.2172842025757,-0.8691127280071931,19.514172,27.095149993896484,-38.84857627521417
1,1,0.049735103,11.687749,23.436626,-307.0,0.0,0.0,42.770447,,11.687748999999997,23.436626,MRI_MSR_100,SHOULDER,SHOULDER,182625,19.0,15.675295,318.687749,322.67529487609863,-1.2512391482292706,23.436626,42.77044677734375,-82.49404490793064
1,2,0.038307216,9.576804,29.090977,41.0,41.0,8.099552,54.84395,,-1.4772518454589836,-13.70333700061035,MRI_MSR_104,ABDOMEN,HEAD,175974,,12.073503,31.423196,28.92649745941162,7.9453997632461695,11.909023000000001,13.843948364257812,-16.247557539000564
1,2,0.049038235,11.523985,34.96061,26.0,26.0,9.383062,70.29961,,-2.1409226373291013,-7.656327637329099,MRI_MSR_104,SHOULDER,SHOULDER,182625,20.0,15.45566,14.476015,10.544340133666992,27.159925340869073,8.960610000000003,44.29960632324219,-394.38159146801587
1,2,0.047505442,16.389378,49.01982,8.0,8.0,20.669209,85.27216,,-4.279830526611328,28.350611473388675,MRI_MSR_104,LEG,SHOULDER,175651,,14.97256,8.389378,6.972559928894043,16.888237377144737,41.01982,77.27216339111328,-88.3776266963465
1,3,0.04794076,16.539562,65.55939,33.0,41.0,20.717848,100.38193,,4.17828582409668,24.17233555664062,MRI_MSR_34,LEG,SHOULDER,175651,,15.109762,16.460438,17.89023780822754,-8.686280451513738,24.559389999999993,59.381927490234375,-141.78909773505936
1,3,0.038570058,9.642514,38.73349,8.0,49.0,8.168904,112.53827,,1.4736096954956055,-15.176944742431644,MRI_FRR_257,ABDOMEN,HEAD,175974,,12.156344,1.6425140000000003,4.156344413757324,-153.04773132876332,10.266509999999997,63.53826904296875,-518.8886880056492
1,3,0.04934736,11.596629,46.55724,5.0,31.0,15.22725,128.09135,,-3.630621099182129,9.167553415527344,MRI_FRR_2,SHOULDER,SHOULDER,182625,21.0,15.553088,6.596629,10.553088188171387,-59.976985035408035,15.55724,97.09135437011719,-524.0911265116254
1,4,0.050214812,11.800481,58.35772,7.0,38.0,16.791082,143.91785,,-4.990601382202149,16.956322294921875,MRI_FRR_257,SHOULDER,SHOULDER,182625,22.0,15.826488,4.8004809999999996,8.82648754119873,-83.86673212952476,20.35772,105.9178466796875,-420.2834437239902
1,4,0.03834179,9.585447,48.31894,3.0,52.0,8.168627,156.00224,,1.41682021472168,-16.593767957153318,MRI_FRR_264,ABDOMEN,HEAD,175974,,12.0844,6.585447,9.084400177001953,-37.94659917545389,3.681060000000002,104.00224304199219,-2725.3340896913423
1,4,0.04833057,16.674047,82.23344,8.0,49.0,20.717546,171.23486,,-4.043499463012694,20.128841000976564,MRI_FRR_257,LEG,SHOULDER,175651,,15.232621,8.674047000000002,7.232621192932129,16.61768499833898,33.23344,122.23486328125,-267.8068333619691
1,5,0.048686657,16.796896,99.030334,10.0,59.0,20.717403,186.57971,,-3.920507411865234,16.20832777441406,MRI_FRR_264,LEG,SHOULDER,175651,,15.34485,6.796896,5.344849586486816,21.363375480707425,40.030333999999996,127.5797119140625,-218.70758788588302
1,5,0.039103813,9.775953,58.094894,6.0,58.0,8.164685,198.90428,,1.6112677506713862,-18.0152477541504,MRI_CCS_11,ABDOMEN,HEAD,175974,,12.324571,3.7759529999999994,6.324570655822754,-67.49601109502038,0.09489399999999648,140.90428161621094,-148385.97552660457
1,5,0.050294593,11.819229,70.17695,17.0,55.0,17.485104,214.75592,,4.695667392822266,11.290448687744146,MRI_FRR_264,SHOULDER,SHOULDER,182625,23.0,15.851633,5.180771,1.148366928100586,77.83405350090582,15.176950000000005,159.75592041015625,-952.6220380916865
1,6,0.038766257,9.691565,67.78646,21.0,79.0,8.16226,226.9741,,-1.5293049444580085,-19.73434360595704,MRI_FRR_264,ABDOMEN,HEAD,175974,,12.218182,11.308435,8.781818389892578,22.342761046134335,11.213539999999995,147.97410583496094,-1219.6020688824494
1,6,0.050337367,11.829281,82.006226,32.0,87.0,17.978632,242.83922,,6.1493509732666,-5.141090807128904,MRI_FRR_264,SHOULDER,SHOULDER,182625,24.0,15.865114,20.170719,16.134885787963867,20.008375566761558,4.993774000000002,155.83921813964844,-3020.670221352596
1,6,0.048272125,16.653883,115.68422,4.0,63.0,20.717432,258.0534,,-4.063549022094726,12.144783659667963,MRI_CCS_11,LEG,SHOULDER,175651,,15.2142,12.653883,11.214200019836426,11.377400756460089,52.684219999999996,195.05340576171875,-270.231173132522
1,7,0.04809135,16.591515,132.27573,28.0,91.0,20.717283,273.21063,,4.125768248901366,8.019008503417979,MRI_FRR_264,LEG,SHOULDER,175651,,15.157224,11.408484999999999,12.84277629852295,-12.572145193011607,41.27573000000001,182.21063232421875,-341.4473888752996
1,7,0.04968584,11.676172,93.682396,6.0,93.0,17.859056,288.8704,,-6.182884472778321,-1.041793758300784,MRI_CCS_11,SHOULDER,SHOULDER,182625,25.0,15.659768,5.676171999999999,9.659768104553223,-70.18103229699916,0.6823959999999971,195.87039184570312,-28603.33235331156
1,7,0.039506562,9.87664,77.6631,1.0,80.0,8.162039,301.3219,,1.714601196899414,-21.448942895507813,MRI_CCS_11,ABDOMEN,HEAD,175974,,12.451508,8.87664,11.451507568359375,-29.007232109890396,2.3369,221.3218994140625,-9370.747546495892
1,8,0.04965021,11.6678,105.3502,65.0,158.0,18.862982,316.97043,,7.195181796264649,8.236973461914062,MRI_CCS_11,SHOULDER,SHOULDER,182625,26.0,15.648539,53.3322,49.35146141052246,7.464043466194043,52.6498,158.97042846679688,-201.9392827072408
1,8,0.039556194,9.889049,87.55215,62.0,142.0,8.092899,329.4376,,-1.7961496774902344,-23.24509738769531,MRI_CCS_11,ABDOMEN,HEAD,175974,,12.46715,52.110951,49.53285026550293,4.9473300429636575,54.44785,187.43759155273438,-244.25159405327182
1,8,0.047864363,16.513205,148.78893,159.0,250.0,20.712,344.5233,,4.198794893188477,-3.82021051757812,MRI_CCS_11,LEG,SHOULDER,175651,,15.085683,142.486795,143.91431713104248,-1.0018627558030762,101.21107,94.52328491210938,6.607760483009054
1,9,0.039371904,9.842976,97.39513,1.0,143.0,8.153089,356.93234,,1.6898874303588869,-24.934985957031245,MRI_FRR_257,ABDOMEN,HEAD,175974,,12.409066,8.842976,11.409066200256348,-29.018400595640507,45.604870000000005,213.93234252929688,-369.09977493477527
1,9,0.047704972,16.458216,165.24715,1.0,251.0,20.68566,371.9678,,-4.227443408569336,0.4072231689453076,MRI_FRR_257,LEG,SHOULDER,175651,,15.035447,15.458216,14.035447120666504,9.203965576192598,85.75285,120.96780395507812,-41.06563683315264
1,9,0.05026278,11.811753,117.16195,2.0,160.0,18.46501,387.80942,,-6.653256689331055,14.890235058593746,MRI_FRR_257,SHOULDER,SHOULDER,182625,27.0,15.841606,9.811753,13.841606140136719,-41.07169371402561,42.838049999999996,227.80941772460938,-431.79222145874843
1,10,0.048272654,16.654066,181.90121,10.0,261.0,20.615507,403.02377,,-3.961441125854492,4.368672202148446,MRI_FRR_264,LEG,SHOULDER,175651,,15.214366,6.654066,5.2143659591674805,21.636395563742827,79.09879000000001,142.02377319335938,-79.55239668439854
1,10,0.050251342,11.809066,128.97101,10.0,170.0,18.382025,418.8618,,-6.572958765014649,21.463194101562493,MRI_FRR_264,SHOULDER,SHOULDER,182625,28.0,15.838,1.8090659999999996,5.838000297546387,-222.70797735109653,41.02898999999999,248.86178588867188,-506.5510895800065
1,10,0.038791433,9.697858,107.09299,3.0,146.0,8.1322975,431.0879,,1.5655604841308597,-26.50055225585937,MRI_FRR_264,ABDOMEN,HEAD,175974,,12.226116,6.697858,9.226116180419922,-37.74726457951067,38.90701,285.087890625,-632.7417106197572
1,11,0.038949702,9.737426,116.830414,7.0,153.0,8.073585,443.3639,,1.6638414434204094,-28.16439074560548,MRI_CCS_11,ABDOMEN,HEAD,175974,,12.275999,2.7374259999999992,5.275999069213867,-92.73576963227019,36.169585999999995,290.3638916015625,-702.7846699753836
1,11,0.04823753,16.641947,198.54317,0.0,261.0,20.30203,458.5672,,-3.660083563354494,8.028744672851559,MRI_FRR_264,LEG,SHOULDER,175651,,15.203296,16.641947,15.203295707702637,8.64472944360033,62.45683,197.56719970703125,-216.32601223442057
1,11,0.05024668,11.807969,140.77898,2.0,172.0,16.201868,474.40372,,-4.393899057250977,25.857097880859385,MRI_FRR_264,SHOULDER,SHOULDER,182625,29.0,15.836532,9.807969,13.836531639099121,-41.07438185315554,31.22102000000001,302.4037170410156,-868.5901262707482
1,12,0.04726708,16.307142,214.85031,2.0,263.0,19.13934,489.30115,,-2.832197447021485,10.860947934570303,MRI_FRR_257,LEG,SHOULDER,175651,,14.897434,14.307141999999999,12.89743423461914,9.853175186077404,48.14968999999999,226.3011474609375,-369.9950248089604
1,12,0.038114596,9.528649,126.35906,23.0,176.0,7.890758,501.31393,,-1.637890962432861,-29.80228204589844,MRI_FRR_264,ABDOMEN,HEAD,175974,,12.0127945,13.471351,10.987205505371094,18.44021059676128,49.64094,325.3139343261719,-555.3339528344385
1,12,0.050192337,11.795199,152.57417,7.0,179.0,14.705874,517.13336,,-2.910675443054199,24.08388053710937,MRI_FRR_257,SHOULDER,SHOULDER,182625,30.0,15.819405,4.795199,8.819404602050781,-83.92155574879752,26.42582999999999,338.13336181640625,-1179.5562592221563
1,13,0.050203886,11.797914,164.37209,3.0,182.0,8.6212435,532.9564,,3.1766705231323247,9.664714199218764,MRI_FRR_264,SHOULDER,SHOULDER,182625,31.0,15.823044,8.797914,12.823043823242188,-45.75095668407519,17.627910000000014,350.9564208984375,-1890.913391879339
1,13,0.038182225,9.545556,135.90462,7.0,183.0,7.6903467,544.99054,,1.8552092821655268,-31.657496281738275,MRI_FRR_257,ABDOMEN,HEAD,175974,,12.034108,2.5455559999999995,5.0341081619262695,-97.76065275822926,47.095380000000006,361.99053955078125,-668.6328033679338
1,13,0.047287818,16.314297,231.16461,18.0,281.0,15.835179,559.89453,,-0.4791176710815428,10.381822495117175,MRI_FRR_264,LEG,SHOULDER,175651,,14.90397,1.6857030000000002,3.0960302352905273,-83.66404018326638,49.83538999999999,278.89453125,-459.63148126261285
1,14,0.0466417,16.091387,247.256,15.0,296.0,9.420613,574.59485,,-4.4879997111206045,3.711041015625,MRI_CCS_11,LEG,SHOULDER,175651,,14.70033,1.091387000000001,0.2996702194213867,72.54225866522265,48.744,278.5948486328125,-471.5469568209677
1,14,0.037676286,9.419071,145.32368,2.0,185.0,7.341544,586.4695,,2.0775268486938483,-33.73501117675781,MRI_FRR_264,ABDOMEN,HEAD,175974,,11.874649,7.419071000000001,9.874649047851562,-33.0981877360597,39.676320000000004,401.469482421875,-911.861690857103
1,14,0.05023097,11.804277,176.17636,28.0,210.0,13.634105,602.3011,,1.829827728698732,27.42094529785157,MRI_FRR_3,SHOULDER,SHOULDER,182625,32.0,15.831579,16.195723,12.168420791625977,24.86645522632132,33.82364000000001,392.30108642578125,-1059.8428981203122
1,15,0.0381658,9.5414505,154.86514,2.0,187.0,6.737412,614.33,,2.804038524139404,-36.53905967773437,MRI_FRR_257,ABDOMEN,HEAD,175974,,12.028933,7.5414505,10.028932571411133,-32.9841331108801,32.13486,427.33001708984375,-1229.8020190218465
