SeqOrder,sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
3,13,18.0,-1467900,10,3
4,5,27.0,-1467900,10,3
5,9,31.000000000000004,-1467900,10,3
6,1,48.0,-1467900,10,3
7,5,51.0,-1467900,10,3
8,5,57.0,-1467900,10,3
9,5,108.0,-1467900,10,3
10,4,165.0,700,10,3
11,5,167.0,700,10,3
12,5,179.0,700,10,3
13,4,179.0,-850,10,3
14,5,180.0,-850,10,3
15,1,200.0,-850,10,3
16,4,211.0,750,10,3
17,5,214.0,750,10,3
18,4,214.0,-283500,10,3
19,5,216.0,-283500,10,3
20,8,218.0,-283500,10,3
21,4,218.0,-243400,10,3
22,5,224.0,-243400,10,3
0,10,241.00000000000003,-243400,10,3
1,11,0.0,-243400,3,10
2,13,43.0,-243400,3,10
3,4,80.0,-1156650,3,10
4,5,88.0,-1156650,3,10
5,1,89.0,-1156650,3,10
6,5,96.0,-1156650,3,10
7,9,133.0,-1156650,3,10
8,4,155.0,250,3,10
9,5,156.0,250,3,10
10,5,165.0,250,3,10
11,4,165.0,-500,3,10
12,5,166.0,-500,3,10
13,1,169.0,-500,3,10
14,4,169.0,500,3,10
15,5,172.0,500,3,10
16,4,172.0,-295000,3,10
17,5,175.0,-295000,3,10
18,4,175.0,-361100,3,10
19,5,176.0,-361100,3,10
20,8,176.0,-361100,3,10
21,4,176.0,-364850,3,10
22,5,182.0,-364850,3,10
0,10,202.0,-364850,3,10
1,11,0.0,-364850,10,1
2,4,43.0,-1280000,10,1
3,13,43.0,-1280000,10,1
4,5,51.0,-1280000,10,1
5,5,71.0,-1280000,10,1
6,1,73.0,-1280000,10,1
7,5,83.0,-1280000,10,1
8,9,150.0,-1280000,10,1
9,4,169.0,800,10,1
10,5,170.0,800,10,1
11,1,176.0,800,10,1
12,5,182.0,800,10,1
13,4,214.0,-150,10,1
14,5,219.0,-150,10,1
15,4,219.0,-530350,10,1
16,5,222.0,-530350,10,1
17,4,222.0,-652950,10,1
18,5,223.0,-652950,10,1
19,8,224.0,-652950,10,1
20,4,225.0,-645350,10,1
21,5,231.00000000000003,-645350,10,1
0,10,255.00000000000003,-645350,10,1
1,11,0.0,-645350,1,5
2,13,34.0,-645350,1,5
3,9,62.00000000000001,-645350,1,5
4,4,80.0,-1669050,1,5
5,5,90.0,-1669050,1,5
6,1,106.0,-1669050,1,5
7,5,127.0,-1669050,1,5
8,5,133.0,-1669050,1,5
9,4,260.0,400,1,5
10,5,261.0,400,1,5
11,5,270.0,400,1,5
12,1,410.0,400,1,5
13,4,449.0,100,1,5
14,5,458.00000000000006,100,1,5
15,4,458.00000000000006,-915600,1,5
16,5,461.00000000000006,-915600,1,5
17,4,463.00000000000006,-995750,1,5
18,5,464.00000000000006,-995750,1,5
19,8,465.00000000000006,-995750,1,5
20,4,465.00000000000006,-1005550,1,5
21,5,471.00000000000006,-1005550,1,5
0,10,492.00000000000006,-1005550,1,5
1,11,0.0,-1005550,5,3
0,10,19.0,-1005550,5,3
1,11,0.0,-1005550,3,1
2,4,41.0,-1174050,3,1
3,13,41.0,-1174050,3,1
4,5,48.0,-1174050,3,1
5,9,53.0,-1174050,3,1
6,1,73.0,-1174050,3,1
7,5,78.0,-1174050,3,1
8,5,83.0,-1174050,3,1
9,5,161.0,-1174050,3,1
10,4,161.0,500,3,1
11,5,162.0,500,3,1
12,1,202.0,500,3,1
13,4,202.0,-50,3,1
14,5,204.0,-50,3,1
15,4,204.0,-123100,3,1
16,5,210.0,-123100,3,1
17,4,219.0,-256700,3,1
18,5,252.00000000000003,-256700,3,1
19,4,252.00000000000003,-712750,3,1
20,5,255.00000000000003,-712750,3,1
21,4,255.00000000000003,-592550,3,1
22,5,257.0,-592550,3,1
23,8,259.0,-592550,3,1
24,4,260.0,-627700,3,1
25,5,266.0,-627700,3,1
0,10,287.0,-627700,3,1
1,11,0.0,-627700,1,8
2,4,33.0,-1586950,1,8
3,13,33.0,-1586950,1,8
4,5,42.0,-1586950,1,8
5,1,101.0,-1586950,1,8
6,5,114.0,-1586950,1,8
7,4,171.0,350,1,8
8,5,173.0,350,1,8
9,5,183.0,350,1,8
10,5,192.0,350,1,8
11,5,1075.0,350,1,8
12,5,1118.0,350,1,8
13,4,1118.0,-650,1,8
14,5,1119.0,-650,1,8
15,1,1132.0,-650,1,8
16,4,1138.0,-150,1,8
17,5,1144.0,-150,1,8
18,4,1144.0,-957950,1,8
19,5,1146.0,-957950,1,8
20,4,1146.0,-965250,1,8
21,5,1148.0,-965250,1,8
22,8,1149.0,-965250,1,8
23,4,1149.0,-981700,1,8
24,5,1155.0,-981700,1,8
25,9,1172.0,-981700,1,8
0,10,1201.0,-981700,1,8
1,11,0.0,-981700,8,1
2,4,35.0,-1894050,8,1
3,13,35.0,-1894050,8,1
4,5,46.0,-1894050,8,1
5,1,57.0,-1894050,8,1
6,5,62.00000000000001,-1894050,8,1
7,4,1725.0,250,8,1
8,5,1727.0,250,8,1
9,5,1735.0,250,8,1
10,1,1993.0,250,8,1
11,4,1997.0,-100,8,1
12,5,2004.0,-100,8,1
13,4,2004.0,-1020700,8,1
14,5,2006.0,-1020700,8,1
15,4,2006.0,-952900,8,1
16,5,2007.0,-952900,8,1
17,4,2007.0,-968250,8,1
18,5,2008.0,-968250,8,1
19,8,2009.0,-968250,8,1
20,4,2009.0,-970900,8,1
21,5,2015.0,-970900,8,1
22,9,2047.0,-970900,8,1
0,10,2070.0,-970900,8,1
1,11,0.0,-970900,1,8
2,4,28.0,-1888900,1,8
3,13,29.000000000000004,-1888900,1,8
4,5,39.0,-1888900,1,8
5,9,41.0,-1888900,1,8
6,1,68.0,-1888900,1,8
7,5,79.0,-1888900,1,8
8,5,91.0,-1888900,1,8
9,4,168.0,450,1,8
10,5,169.0,450,1,8
11,5,180.0,450,1,8
12,5,225.0,450,1,8
13,5,306.0,450,1,8
14,1,306.0,450,1,8
15,5,309.0,450,1,8
16,5,310.0,450,1,8
17,5,311.0,450,1,8
18,4,312.0,-800,1,8
19,8,316.0,-800,1,8
20,5,317.0,-800,1,8
21,4,317.0,-786650,1,8
22,5,319.0,-786650,1,8
23,4,319.0,-854800,1,8
24,5,321.0,-854800,1,8
25,8,344.0,-854800,1,8
26,4,345.0,-895650,1,8
27,5,351.0,-895650,1,8
0,10,377.0,-895650,1,8
1,11,0.0,-895650,8,10
2,4,12.0,-1878000,8,10
3,5,23.0,-1878000,8,10
4,1,24.0,-1878000,8,10
5,5,30.000000000000004,-1878000,8,10
6,4,90.0,400,8,10
7,5,90.0,400,8,10
8,5,98.0,400,8,10
9,4,111.0,-150,8,10
10,5,121.0,-150,8,10
11,8,122.0,-150,8,10
12,4,122.0,-803700,8,10
13,5,128.0,-803700,8,10
14,13,131.0,-803700,8,10
15,9,134.0,-803700,8,10
0,10,169.0,-803700,8,10
1,11,0.0,-803700,10,10
2,4,12.0,-1714950,10,10
3,13,13.0,-1714950,10,10
4,5,22.0,-1714950,10,10
5,9,50.0,-1714950,10,10
6,5,66.0,-1714950,10,10
7,5,73.0,-1714950,10,10
8,5,142.0,-1714950,10,10
9,5,159.0,-1714950,10,10
10,4,159.0,250,10,10
11,5,160.0,250,10,10
12,1,165.0,250,10,10
13,4,165.0,-200,10,10
14,5,168.0,-200,10,10
15,4,168.0,-284000,10,10
16,5,170.0,-284000,10,10
17,4,170.0,-334550,10,10
18,5,171.0,-334550,10,10
19,4,185.0,-352650,10,10
20,5,187.0,-352650,10,10
21,4,187.0,-428350,10,10
22,5,190.0,-428350,10,10
23,8,190.0,-428350,10,10
24,4,191.0,-353600,10,10
25,5,197.0,-353600,10,10
0,10,215.0,-353600,10,10
1,11,0.0,-353600,10,2
2,4,22.0,-1277150,10,2
3,13,23.0,-1277150,10,2
4,5,30.000000000000004,-1277150,10,2
5,9,38.0,-1277150,10,2
6,1,82.0,-1277150,10,2
7,5,85.0,-1277150,10,2
8,1,99.0,-1277150,10,2
9,1,102.0,-1277150,10,2
10,1,115.0,-1277150,10,2
11,5,190.0,-1277150,10,2
12,5,198.0,-1277150,10,2
13,4,217.0,1450,10,2
14,5,218.0,1450,10,2
15,5,229.00000000000003,1450,10,2
16,4,229.00000000000003,-1600,10,2
17,5,230.00000000000003,-1600,10,2
18,1,254.00000000000003,-1600,10,2
19,4,281.0,50,10,2
20,5,286.0,50,10,2
21,4,286.0,-533350,10,2
22,5,288.0,-533350,10,2
23,4,288.0,-669800,10,2
24,5,289.0,-669800,10,2
25,4,289.0,-698400,10,2
26,5,290.0,-698400,10,2
27,4,290.0,-724950,10,2
28,5,291.0,-724950,10,2
29,8,292.0,-724950,10,2
30,4,292.0,-733700,10,2
31,5,298.0,-733700,10,2
0,10,314.0,-733700,10,2
1,11,0.0,-733700,2,10
2,4,16.0,-1667100,2,10
3,13,16.0,-1667100,2,10
4,5,25.0,-1667100,2,10
5,1,34.0,-1667100,2,10
6,5,41.0,-1667100,2,10
7,9,1988.0,-1667100,2,10
8,4,2004.0,2900,2,10
9,5,2005.0,2900,2,10
10,5,2015.0,2900,2,10
11,4,2015.0,250,2,10
12,5,2017.0,250,2,10
13,4,2047.0,-1300,2,10
14,5,2052.0,-1300,2,10
15,8,2053.0,-1300,2,10
16,4,2053.0,-836550,2,10
17,5,2059.0,-836550,2,10
0,10,2090.0,-836550,2,10
1,11,0.0,-836550,10,9
2,5,0.0,-836550,10,9
3,5,10.0,-836550,10,9
4,4,72.0,1000,10,9
5,5,73.0,1000,10,9
6,5,82.0,1000,10,9
7,4,82.0,-650,10,9
8,5,83.0,-650,10,9
9,1,93.0,-650,10,9
10,4,155.0,150,10,9
11,5,161.0,150,10,9
12,4,161.0,-442250,10,9
13,5,162.0,-442250,10,9
14,8,163.0,-442250,10,9
15,4,163.0,-502650,10,9
16,5,169.0,-502650,10,9
17,13,178.0,-502650,10,9
18,9,181.0,-502650,10,9
0,10,202.0,-502650,10,9
1,11,0.0,-502650,9,10
2,13,16.0,-502650,9,10
3,4,46.0,-1384950,9,10
4,5,54.0,-1384950,9,10
5,1,61.00000000000001,-1384950,9,10
6,5,67.0,-1384950,9,10
7,9,431.0,-1384950,9,10
8,5,680.0,-1384950,9,10
9,4,731.0,450,9,10
10,5,739.0,450,9,10
11,8,740.0,450,9,10
12,4,740.0,-744050,9,10
13,5,746.0,-744050,9,10
0,10,778.0,-744050,9,10
1,11,0.0,-744050,10,3
0,10,1.0,-744050,10,3
1,11,0.0,-744050,3,3
2,13,137.0,-744050,3,3
3,4,214.0,-1524050,3,3
4,5,223.0,-1524050,3,3
5,1,238.00000000000003,-1524050,3,3
6,1,239.00000000000003,-1524050,3,3
7,4,309.0,250,3,3
8,5,312.0,250,3,3
9,4,312.0,-271900,3,3
10,5,313.0,-271900,3,3
11,4,314.0,-249450,3,3
12,5,314.0,-249450,3,3
13,5,315.0,-249450,3,3
14,4,316.0,-249650,3,3
15,5,317.0,-249650,3,3
16,4,317.0,-252500,3,3
17,4,321.0,-253150,3,3
18,5,321.0,-253150,3,3
19,5,322.0,-253150,3,3
20,4,322.0,-253350,3,3
21,5,323.0,-253350,3,3
22,4,323.0,-253400,3,3
23,5,324.0,-253400,3,3
24,4,324.0,-254150,3,3
25,5,325.0,-254150,3,3
26,4,325.0,-254800,3,3
27,5,326.0,-254800,3,3
28,4,326.0,-255350,3,3
29,5,327.0,-255350,3,3
30,4,327.0,-255350,3,3
31,5,328.0,-255350,3,3
32,4,328.0,-255350,3,3
33,5,329.0,-255350,3,3
34,4,330.0,-255550,3,3
35,5,330.0,-255550,3,3
36,1,356.0,-255550,3,3
37,8,372.0,-255550,3,3
38,4,372.0,-256100,3,3
39,5,378.0,-256100,3,3
40,9,440.0,-256100,3,3
41,4,462.00000000000006,-1176150,3,3
42,5,464.00000000000006,-1176150,3,3
43,2,477.00000000000006,-1176150,3,3
0,10,477.00000000000006,-1176150,3,3
1,11,0.0,-1176150,3,10
2,4,179.0,-1167900,3,10
3,5,186.0,-1167900,3,10
4,1,202.0,-1167900,3,10
5,5,462.00000000000006,-1167900,3,10
6,5,537.0,-1167900,3,10
7,5,538.0,-1167900,3,10
8,4,541.0,150,3,10
9,5,546.0,150,3,10
10,4,547.0,-437700,3,10
11,5,551.0,-437700,3,10
12,4,551.0,-776450,3,10
13,5,552.0,-776450,3,10
14,8,552.0,-776450,3,10
15,4,553.0,-788050,3,10
16,5,559.0,-788050,3,10
17,13,564.0,-788050,3,10
18,9,576.0,-788050,3,10
19,2,609.0,-788050,3,10
0,10,609.0,-788050,3,10
1,11,0.0,-788050,10,7
2,1,3.0,-788050,10,7
3,1,12.0,-788050,10,7
4,1,13.0,-788050,10,7
5,13,82.0,-788050,10,7
6,9,111.0,-788050,10,7
7,4,261.0,1150,10,7
8,5,261.0,1150,10,7
9,5,273.0,1150,10,7
10,1,285.0,1150,10,7
11,4,287.0,-450,10,7
12,5,289.0,-450,10,7
13,4,290.0,-265400,10,7
14,5,291.0,-265400,10,7
15,8,292.0,-265400,10,7
16,4,292.0,-264700,10,7
17,5,298.0,-264700,10,7
0,10,328.0,-264700,10,7
1,11,0.0,-264700,7,10
2,4,68.0,-1185850,7,10
3,13,69.0,-1185850,7,10
4,5,75.0,-1185850,7,10
5,5,108.0,-1185850,7,10
6,5,113.0,-1185850,7,10
7,1,131.0,-1185850,7,10
8,4,136.0,2150,7,10
9,5,137.0,2150,7,10
10,5,149.0,2150,7,10
11,5,181.0,2150,7,10
12,4,471.00000000000006,-1450,7,10
13,5,472.00000000000006,-1450,7,10
14,5,483.00000000000006,-1450,7,10
15,4,483.00000000000006,450,7,10
16,5,484.00000000000006,450,7,10
17,4,495.00000000000006,-50,7,10
18,5,500.00000000000006,-50,7,10
19,8,502.00000000000006,-50,7,10
20,4,502.00000000000006,-762150,7,10
21,5,508.00000000000006,-762150,7,10
22,9,529.0,-762150,7,10
0,10,561.0,-762150,7,10
1,11,0.0,-762150,10,1
2,4,10.0,-1698100,10,1
3,13,10.0,-1698100,10,1
4,5,19.0,-1698100,10,1
5,9,25.0,-1698100,10,1
6,5,46.0,-1698100,10,1
7,5,49.0,-1698100,10,1
8,5,74.0,-1698100,10,1
9,5,347.0,-1698100,10,1
10,4,424.0,650,10,1
11,5,425.0,650,10,1
12,4,440.0,-1750,10,1
13,5,441.0,-1750,10,1
14,5,452.0,-1750,10,1
15,1,453.0,-1750,10,1
16,1,455.0,-1750,10,1
17,1,456.0,-1750,10,1
18,1,459.00000000000006,-1750,10,1
19,1,460.00000000000006,-1750,10,1
20,4,562.0,0,10,1
21,5,572.0,0,10,1
22,8,581.0,0,10,1
23,4,581.0,-1130000,10,1
24,5,587.0,-1130000,10,1
0,10,617.0,-1130000,10,1
1,11,0.0,-1130000,1,1
2,4,96.0,-2034000,1,1
3,5,108.0,-2034000,1,1
4,1,110.0,-2034000,1,1
5,5,120.0,-2034000,1,1
6,5,131.0,-2034000,1,1
7,4,298.0,350,1,1
8,5,299.0,350,1,1
9,5,310.0,350,1,1
10,4,310.0,-650,1,1
11,5,311.0,-650,1,1
12,1,323.0,-650,1,1
13,4,448.0,200,1,1
14,5,454.0,200,1,1
15,4,457.00000000000006,-918500,1,1
16,5,462.00000000000006,-918500,1,1
17,4,462.00000000000006,-1097950,1,1
18,5,463.00000000000006,-1097950,1,1
19,8,465.00000000000006,-1097950,1,1
20,4,466.00000000000006,-1088850,1,1
21,5,472.00000000000006,-1088850,1,1
22,13,482.00000000000006,-1088850,1,1
23,9,494.00000000000006,-1088850,1,1
0,10,518.0,-1088850,1,1
1,11,0.0,-1088850,1,1
2,4,32.0,-1984950,1,1
3,13,32.0,-1984950,1,1
4,5,43.0,-1984950,1,1
5,9,48.0,-1984950,1,1
6,1,121.0,-1984950,1,1
7,5,143.0,-1984950,1,1
8,5,200.0,-1984950,1,1
9,4,229.00000000000003,400,1,1
10,5,230.00000000000003,400,1,1
11,5,243.00000000000003,400,1,1
12,5,244.00000000000003,400,1,1
13,1,261.0,400,1,1
14,4,302.0,-750,1,1
15,5,308.0,-750,1,1
16,4,308.0,-819600,1,1
17,5,309.0,-819600,1,1
18,4,309.0,-827250,1,1
19,5,311.0,-827250,1,1
20,4,311.0,-1033100,1,1
21,5,313.0,-1033100,1,1
22,8,313.0,-1033100,1,1
23,4,313.0,-1083550,1,1
24,5,319.0,-1083550,1,1
0,10,349.0,-1083550,1,1
1,11,0.0,-1083550,1,10
2,4,41.0,-1979050,1,10
3,13,42.0,-1979050,1,10
4,9,45.0,-1979050,1,10
5,5,52.0,-1979050,1,10
6,1,60.00000000000001,-1979050,1,10
7,5,75.0,-1979050,1,10
8,5,100.0,-1979050,1,10
9,4,166.0,600,1,10
10,5,166.0,600,1,10
11,5,176.0,600,1,10
12,4,176.0,-1600,1,10
13,5,177.0,-1600,1,10
14,4,180.0,250,1,10
15,5,186.0,250,1,10
16,8,187.0,250,1,10
17,4,187.0,-998400,1,10
18,5,193.0,-998400,1,10
0,10,228.0,-998400,1,10
1,11,0.0,-998400,10,7
2,5,10.0,-998400,10,7
3,5,18.0,-998400,10,7
4,5,78.0,-998400,10,7
5,4,111.0,750,10,7
6,5,112.0,750,10,7
7,5,124.0,750,10,7
8,4,125.0,-350,10,7
9,5,125.0,-350,10,7
10,1,143.0,-350,10,7
11,4,149.0,-50,10,7
12,5,156.0,-50,10,7
13,4,156.0,-284000,10,7
14,5,157.0,-284000,10,7
15,8,157.0,-284000,10,7
16,4,158.0,-283450,10,7
17,5,164.0,-283450,10,7
18,13,233.00000000000003,-283450,10,7
19,9,237.00000000000003,-283450,10,7
0,10,259.0,-283450,10,7
1,11,0.0,-283450,7,1
2,4,131.0,-1146850,7,1
3,5,138.0,-1146850,7,1
4,5,158.0,-1146850,7,1
5,1,187.0,-1146850,7,1
6,1,197.0,-1146850,7,1
7,1,198.0,-1146850,7,1
8,13,471.00000000000006,-1146850,7,1
9,9,491.00000000000006,-1146850,7,1
10,4,530.0,550,7,1
11,5,531.0,550,7,1
12,5,545.0,550,7,1
13,1,671.0,550,7,1
14,4,685.0,-50,7,1
15,5,691.0,-50,7,1
16,4,693.0,-927400,7,1
17,5,696.0,-927400,7,1
18,8,697.0,-927400,7,1
19,4,697.0,-957550,7,1
20,5,703.0,-957550,7,1
0,10,724.0,-957550,7,1
1,11,0.0,-957550,1,3
2,4,82.0,-1835800,1,3
3,5,92.0,-1835800,1,3
4,1,110.0,-1835800,1,3
5,5,112.0,-1835800,1,3
6,4,159.0,500,1,3
7,5,160.0,500,1,3
8,5,170.0,500,1,3
9,13,1220.0,500,1,3
10,5,1394.0,500,1,3
11,5,1410.0,500,1,3
12,4,1432.0,-500,1,3
13,5,1432.0,-500,1,3
14,5,1445.0,-500,1,3
15,1,1485.0,-500,1,3
16,4,1485.0,700,1,3
17,5,1487.0,700,1,3
18,4,1493.0,-77950,1,3
19,5,1495.0,-77950,1,3
20,4,1495.0,-180700,1,3
21,5,1497.0,-180700,1,3
22,8,1497.0,-180700,1,3
23,4,1497.0,-232550,1,3
24,5,1503.0,-232550,1,3
25,9,1524.0,-232550,1,3
0,10,1545.0,-232550,1,3
1,11,0.0,-232550,3,3
2,4,25.0,-1145000,3,3
3,13,25.0,-1145000,3,3
4,5,32.0,-1145000,3,3
5,1,49.0,-1145000,3,3
6,5,55.0,-1145000,3,3
7,4,4756.0,400,3,3
8,5,4757.0,400,3,3
9,5,4768.0,400,3,3
10,1,4780.0,400,3,3
11,4,4781.0,200,3,3
12,5,4783.0,200,3,3
13,4,4783.0,-275750,3,3
14,5,4785.0,-275750,3,3
15,8,4786.0,-275750,3,3
16,4,4786.0,-240600,3,3
17,5,4792.0,-240600,3,3
18,9,4821.0,-240600,3,3
0,10,4850.0,-240600,3,3
1,11,0.0,-240600,3,8
2,4,123.0,-1173000,3,8
3,5,130.0,-1173000,3,8
4,1,134.0,-1173000,3,8
5,5,144.0,-1173000,3,8
6,13,919.0,-1173000,3,8
7,5,1379.0,-1173000,3,8
8,5,1385.0,-1173000,3,8
9,5,1391.0,-1173000,3,8
10,5,1401.0,-1173000,3,8
11,1,1460.0,-1173000,3,8
12,5,1466.0,-1173000,3,8
13,4,1466.0,600,3,8
14,5,1471.0,600,3,8
15,4,1471.0,-681400,3,8
16,5,1473.0,-681400,3,8
17,4,1473.0,-857800,3,8
18,5,1474.0,-857800,3,8
19,4,1474.0,-859100,3,8
20,5,1475.0,-859100,3,8
21,8,1476.0,-859100,3,8
22,4,1476.0,-875150,3,8
23,5,1482.0,-875150,3,8
24,9,1749.0,-875150,3,8
0,10,1774.0,-875150,3,8
1,11,0.0,-875150,8,10
2,4,19.0,-1855150,8,10
3,13,20.0,-1855150,8,10
4,5,30.000000000000004,-1855150,8,10
5,1,42.0,-1855150,8,10
6,5,50.0,-1855150,8,10
7,9,188.0,-1855150,8,10
8,13,320.0,-1855150,8,10
9,9,1028.0,-1855150,8,10
10,4,1039.0,650,8,10
11,5,1040.0,650,8,10
12,5,1049.0,650,8,10
13,4,1050.0,-800,8,10
14,5,1050.0,-800,8,10
15,1,1066.0,-800,8,10
16,4,1071.0,450,8,10
17,5,1075.0,450,8,10
18,8,1076.0,450,8,10
19,4,1076.0,-320900,8,10
20,5,1082.0,-320900,8,10
0,10,1098.0,-320900,8,10
1,11,0.0,-320900,10,10
2,4,37.0,-1730100,10,10
3,13,38.0,-1730100,10,10
4,5,47.0,-1730100,10,10
5,9,50.0,-1730100,10,10
6,5,68.0,-1730100,10,10
7,4,113.0,750,10,10
8,5,114.0,750,10,10
9,5,123.0,750,10,10
10,4,124.0,-350,10,10
11,5,124.0,-350,10,10
12,5,149.0,-350,10,10
13,5,161.0,-350,10,10
14,5,193.0,-350,10,10
15,4,193.0,-350,10,10
16,5,194.0,-350,10,10
17,1,253.00000000000003,-350,10,10
18,4,258.0,100,10,10
19,5,261.0,100,10,10
20,8,275.0,100,10,10
21,4,276.0,-315400,10,10
22,5,282.0,-315400,10,10
0,10,315.0,-315400,10,10
1,11,0.0,-315400,10,10
2,5,1.0,-315400,10,10
3,1,1.0,-315400,10,10
4,5,15.000000000000002,-315400,10,10
5,4,32.0,500,10,10
6,5,33.0,500,10,10
7,5,44.0,500,10,10
8,5,67.0,500,10,10
9,13,79.0,500,10,10
10,9,92.0,500,10,10
11,5,114.0,500,10,10
12,5,132.0,500,10,10
13,4,132.0,-850,10,10
14,5,133.0,-850,10,10
15,1,140.0,-850,10,10
16,4,140.0,-50,10,10
17,5,143.0,-50,10,10
18,8,144.0,-50,10,10
19,4,144.0,-361600,10,10
20,5,150.0,-361600,10,10
0,10,166.0,-361600,10,10
1,11,0.0,-361600,10,7
2,4,14.0,-1297950,10,7
3,1,21.0,-1297950,10,7
4,5,22.0,-1297950,10,7
5,1,29.000000000000004,-1297950,10,7
6,5,32.0,-1297950,10,7
7,1,33.0,-1297950,10,7
8,5,245.00000000000003,-1297950,10,7
9,13,288.0,-1297950,10,7
10,9,301.0,-1297950,10,7
11,4,306.0,900,10,7
12,5,307.0,900,10,7
13,5,318.0,900,10,7
14,4,318.0,-1700,10,7
15,5,319.0,-1700,10,7
16,1,328.0,-1700,10,7
17,4,331.0,200,10,7
18,5,334.0,200,10,7
19,4,334.0,-210650,10,7
20,5,336.0,-210650,10,7
21,4,336.0,-259250,10,7
22,5,337.0,-259250,10,7
23,8,338.0,-259250,10,7
24,4,338.0,-243900,10,7
25,5,344.0,-243900,10,7
0,10,372.0,-243900,10,7
1,11,0.0,-243900,7,10
2,13,61.00000000000001,-243900,7,10
