Sequence, Step, Predicted_Proportion, Predicted_Increment, Predicted_Cumulative, GroundTruth_Increment, GroundTruth_Cumulative, LSTM_Predicted_TimeDiff, LSTM_Predicted_Cumulative, LSTM_Predicted_TotalTime, TimeDiff_Improvement_Abs, Cumulative_Improvement_Abs, decoded_sourceID, BodyGroup_to, BodyGroup_from, SN    , Row_Number
       2,   24,         0.03467037  ,          8.355559  ,          207.67311  , 1.0                  ,                  234.0,            0.0         ,              347.11032   ,             0.060231507 , 6.355559                , -86.78343104492188        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,   25,         0.034751516 ,          8.375115  ,          216.04823  , 1.0                  ,                  235.0,            0.0         ,              347.11032   ,             0.060231507 , 6.375114999999999       , -93.15855104492186        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   26,         0.03409444  ,          8.216761  ,          224.265    , 0.0                  ,                  235.0,            0.0         ,              347.11032   ,             0.060231507 , 8.216761                , -101.37532104492186       , MRI_FRR_34      , HEAD        , LEG           , 175651,         
       2,   27,         0.03451025  ,          8.316971  ,          232.58197  , 6.0                  ,                  241.0,            0.0         ,              347.11032   ,             0.060231507 , -3.683029               , -97.69229104492187        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,   28,         0.034929693 ,          8.418056  ,          241.00003  , -241.0               ,                    0.0,            0.0         ,              347.11032   ,             0.060231507 , 8.418056000000007       , -106.11029104492188       , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       3,    1,         0.04306237  ,         12.315838  ,           24.67629  , -265.0               ,                    0.0,            0.0         ,                0.0       ,             0.053677507 , 12.315837999999983      , 24.67629                  , MRI_MSR_100     , HEAD        , LEG           , 175651,         
       3,    2,         0.043336444 ,         12.394223  ,           37.070515 , 13.0                 ,                   13.0,           20.69776     ,               20.69776   ,             0.053677507 , -7.091982628295899      , 16.372755371704102        , MRI_MSR_104     , LEG         , HEAD          , 175651,         
       3,    3,         0.043810897 ,         12.529917  ,           49.600433 , 7.0                  ,                   20.0,           20.723717    ,               41.42148   ,             0.053677507 , -8.193799735839844      , 8.178954728515627         , MRI_FRR_257     , LEG         , HEAD          , 175651,         
       3,    4,         0.044384066 ,         12.693843  ,           62.294277 , 8.0                  ,                   28.0,           20.723436    ,               62.144913  ,             0.053677507 , -8.029593355590821      , 0.1493642802734385        , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,    5,         0.044331282 ,         12.678747  ,           74.97302  , 5.0                  ,                   33.0,           20.723068    ,               82.86798   ,             0.053677507 , -8.044321237304688      , -7.894960957031245        , MRI_CCS_11      , LEG         , HEAD          , 175651,         
       3,    6,         0.044033498 ,         12.59358   ,           87.566605 , 0.0                  ,                   33.0,           20.722971    ,              103.59095   ,             0.053677507 , -8.129390962524415      , -16.024345012207036       , MRI_CCS_11      , LEG         , HEAD          , 175651,         
       3,    7,         0.043873772 ,         12.547899  ,          100.1145   , 108.0                ,                  141.0,           20.72093     ,              124.31188   ,             0.053677507 , 8.173031099487304       , 24.19738201904296         , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,    8,         0.043348458 ,         12.397659  ,          112.51216  , 13.0                 ,                  154.0,           20.720129    ,              145.03201   ,             0.053677507 , -7.117788013061524      , 32.51985293945313         , MRI_MSR_34      , LEG         , HEAD          , 175651,         
       3,    9,         0.043558873 ,         12.457838  ,          124.97     , 91.0                 ,                  245.0,           20.711565    ,              165.74358   ,             0.053677507 , 8.2537270177002         , 40.77357604980469         , MRI_MPT_1005    , LEG         , HEAD          , 175651,         
       3,   10,         0.04365257  ,         12.484635  ,          137.45464  , 1.0                  ,                  246.0,           20.699564    ,              186.44315   ,             0.053677507 , -8.214928980102538      , 48.98850575195311         , MRI_FRR_257     , LEG         , HEAD          , 175651,         
       3,   11,         0.043998025 ,         12.583435  ,          150.03807  , 8.0                  ,                  254.0,           20.678158    ,              207.1213    ,             0.053677507 , -8.094722806396485      , 57.08323737304687         , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,   12,         0.04362203  ,         12.475901  ,          162.51398  , 0.0                  ,                  254.0,           20.554863    ,              227.67618   ,             0.053677507 , -8.078961976074218      , 65.16219797851562         , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,   13,         0.0426121   ,         12.18706   ,          174.70103  , 1.0                  ,                  255.0,           20.082945    ,              247.75912   ,             0.053677507 , -7.8958848699951165     , 73.05809475585937         , MRI_FRR_257     , LEG         , HEAD          , 175651,         
       3,   14,         0.042878438 ,         12.263233  ,          186.96426  , 16.0                 ,                  271.0,           18.780533    ,              266.53967   ,             0.053677507 , 0.956234163085938       , 79.5754128515625          , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,   15,         0.042635974 ,         12.193889  ,          199.15816  , 3.0                  ,                  274.0,           15.856289    ,              282.39597   ,             0.053677507 , -3.662399909912109      , 66.44587442382812         , MRI_CCS_11      , LEG         , HEAD          , 175651,         
       3,   16,         0.042777095 ,         12.234249  ,          211.39241  , 3.0                  ,                  277.0,            8.753319    ,              291.1493    ,             0.053677507 , 3.4809302133789064      , 51.45829800781249         , MRI_FRR_257     , LEG         , HEAD          , 175651,         
       3,   17,         0.04340826  ,         12.4147625 ,          223.80717  , 1.0                  ,                  278.0,            0.0         ,              291.1493    ,             0.053677507 , 10.4147625              , 41.04353800781249         , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,   18,         0.043220606 ,         12.3610935 ,          236.16827  , 0.0                  ,                  278.0,            0.0         ,              291.1493    ,             0.053677507 , 12.3610935              , 28.682438007812493        , MRI_FRR_257     , LEG         , HEAD          , 175651,         
       3,   19,         0.04361625  ,         12.474248  ,          248.64252  , 2.0                  ,                  280.0,            0.0         ,              291.1493    ,             0.053677507 , 8.474248                , 20.20818800781251         , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       3,   20,         0.04295315  ,         12.2846    ,          260.92712  , 0.0                  ,                  280.0,            0.0         ,              291.1493    ,             0.053677507 , 12.2846                 , 7.923588007812498         , MRI_FRR_34      , LEG         , HEAD          , 175651,         
       3,   21,         0.04355713  ,         12.457339  ,          273.38446  , 6.0                  ,                  286.0,            0.0         ,              291.1493    ,             0.053677507 , 0.4573389999999993      , 7.46624800781251          , MRI_FRR_257     , LEG         , HEAD          , 175651,         
       3,   22,         0.04411036  ,         12.615563  ,          286.00003  , -286.0               ,                    0.0,            0.0         ,              291.1493    ,             0.053677507 , 12.615563000000009      , -5.149261992187519        , MRI_FRR_264     , LEG         , HEAD          , 175651,         
       4,    1,         0.03186447  ,         60.41504   ,          121.048935 , -320.0               ,                    0.0,           20.672045    ,               20.672045  ,             0.05839536  , 39.742995245971656      , 100.37689024597168        , MRI_MSR_100     , LEG         , HEAD          , 175651,         
       4,    2,         0.03206728  ,         60.799564  ,          181.8485   , 54.0                 ,                   54.0,           20.706512    ,               41.378555  ,             0.05839536  , -26.49392354882813      , 115.22705529785156        , MRI_MSR_104     , SPINE       , LEG           , 175651,         
       4,    3,         0.032418355 ,         61.465202  ,          243.31369  , 0.0                  ,                   54.0,           20.7093      ,               62.087852  ,             0.05839536  , 40.755902912475584      , 181.22583752197264        , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,    4,         0.032635435 ,         61.876785  ,          305.1905   , 7.0                  ,                   61.0,           20.709684    ,               82.79754   ,             0.05839536  , 41.16710062805176       , 222.39296124267577        , MRI_MSR_34      , SPINE       , LEG           , 175651,         
       4,    5,         0.032861907 ,         62.306175  ,          367.49667  , 31.0                 ,                   92.0,           20.70984     ,              103.50738   ,             0.05839536  , 21.016015774536136      , 263.9892923754883         , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,    6,         0.032673653 ,         61.949245  ,          429.44592  , 9.0                  ,                  101.0,           20.709833    ,              124.21721   ,             0.05839536  , 41.2394118548584        , 305.2287111376953         , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,    7,         0.032357514 ,         61.349846  ,          490.79578  , 1680.0               ,                 1781.0,           20.704151    ,              144.92136   ,             0.05839536  , -40.64569484643562      , -345.87442379882805       , MRI_CCS_11      , SPINE       , LEG           , 175651,         
       4,    8,         0.03230685  ,         61.253788  ,          552.04956  , 12.0                 ,                 1793.0,           20.695553    ,              165.61691   ,             0.05839536  , 40.558235174072266      , -386.4326471582031        , MRI_CCS_11      , SPINE       , LEG           , 175651,         
       4,    9,         0.032199576 ,         61.050396  ,          613.1      , 1.0                  ,                 1794.0,           20.691427    ,              186.30833   ,             0.05839536  , 40.35896876916504       , -426.791665649414         , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,   10,         0.03258308  ,         61.77752   ,          674.8775   , 8.0                  ,                 1802.0,           20.689444    ,              206.99777   ,             0.05839536  , 41.08807641174317       , -467.8797277832032        , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   11,         0.03255939  ,         61.732605  ,          736.6101   , 1.0                  ,                 1803.0,           20.687328    ,              227.6851    ,             0.05839536  , 41.04527666137695       , -508.9249956298827        , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   12,         0.031904504 ,         60.49094   ,          797.1011   , 0.0                  ,                 1803.0,           20.682764    ,              248.36787   ,             0.05839536  , 39.80817594665528       , -548.7332258544922        , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,   13,         0.03191849  ,         60.517452  ,          857.6185   , 1.0                  ,                 1804.0,           20.669905    ,              269.03778   ,             0.05839536  , 39.847547291137694      , -588.5807192382813        , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   14,         0.03173786  ,         60.174984  ,          917.7935   , 9.0                  ,                 1813.0,           20.64232     ,              289.6801    ,             0.05839536  , 39.53266336706543       , -628.1133852539062        , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   15,         0.031566393 ,         59.84988   ,          977.6434   , 1.0                  ,                 1814.0,           20.582537    ,              310.26266   ,             0.05839536  , 39.2673433026123        , -667.3807352050782        , MRI_CCS_11      , SPINE       , LEG           , 175651,         
       4,   16,         0.031665593 ,         60.037964  ,         1037.6814   , 3.0                  ,                 1817.0,           20.468023    ,              330.73068   ,             0.05839536  , 39.569940699829104      , -706.9507176269531        , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,   17,         0.032127917 ,         60.91453   ,         1098.596    , 0.0                  ,                 1817.0,           20.23317     ,              350.96387   ,             0.05839536  , 40.68136044433594       , -747.6321328125           , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   18,         0.031987388 ,         60.648087  ,         1159.244    , 1.0                  ,                 1818.0,           19.745382    ,              370.70926   ,             0.05839536  , 40.90270469104004       , -788.5347409667968        , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,   19,         0.03227766  ,         61.19844   ,         1220.4425   , 6.0                  ,                 1824.0,           18.7049      ,              389.41415   ,             0.05839536  , 42.49353925842285       , -831.0283459472657        , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   20,         0.031790085 ,         60.274002  ,         1280.7166   , 0.0                  ,                 1824.0,           16.306435    ,              405.72058   ,             0.05839536  , 43.96756736865235       , -874.9960189453125        , MRI_FRR_34      , SPINE       , LEG           , 175651,         
       4,   21,         0.032233816 ,         61.115314  ,         1341.8319   , 6.0                  ,                 1830.0,           11.687148    ,              417.4077    ,             0.05839536  , 49.42816590582275       , -924.42418515625          , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,   22,         0.032642312 ,         61.889824  ,         1403.7217   , 33.0                 ,                 1863.0,            6.0104713   ,              423.41818   ,             0.05839536  , 1.900295343994138       , -980.3035176269532        , MRI_FRR_264     , SPINE       , LEG           , 175651,         
       4,   23,         0.0325924   ,         61.795193  ,         1465.5168   , 21.0                 ,                 1884.0,            0.23458119  ,              423.65277   ,             0.05839536  , 20.02977418736744       , -1041.8640290039064       , MRI_MPT_1005    , SPINE       , LEG           , 175651,         
       4,   24,         0.032430667 ,         61.488544  ,         1527.0054   , 4.0                  ,                 1888.0,            0.0         ,              423.65277   ,             0.05839536  , 53.488544               , -1103.3526290039065       , MRI_FRR_257     , SPINE       , LEG           , 175651,         
       4,   25,         0.032506038 ,         61.631447  ,         1588.6368   , 0.0                  ,                 1888.0,            0.0         ,              423.65277   ,             0.05839536  , 61.631447               , -1164.9840290039062       , MRI_FRR_264     , SPINE       , LEG           , 175651,         
