sourceID,BodyGroup_from,BodyGroup_to,timediff,SN
MRI_FRR_3,ABDOMEN,ABDOMEN,1398.0854535802462,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2068.7371152459714,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,8.84810389127875,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1625.4365039618308,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1946.6260418950396,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,797.6415983818539,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2683.8836548755417,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2525.997474542309,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2890.5678952186986,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,371.1960203933136,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1129.014838082562,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2447.8195144284928,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1903.869106716293,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2459.248492011592,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,56.36193611699039,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,353.3314597663904,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1352.174173476863,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,460.6179276151945,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,2418.932514822953,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1169.5028145899998,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1898.6937093712668,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,794.9547604940377,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,685.3662431907123,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2873.906081802261,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1819.6973691534008,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2749.5478520815977,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1956.8796055634352,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,219.21658733830117,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,423.2832528009524,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2412.323908220501,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2181.5652698426984,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2865.809793345008,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1736.792785490034,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,169.37171999079874,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,1196.2558815939888,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,66.23269816759608,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1341.4674793573165,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2842.3090718508697,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,2851.2324524016603,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1621.0351993266083,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1781.208866451055,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1844.0002756899196,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,820.3513057028489,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2063.3881611689653,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2293.0685449918774,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2623.0577487294454,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2385.527619421889,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1489.418078628339,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,862.369927832914,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1153.4742140877952,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,2868.851335932697,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1005.1958063670488,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,2110.410774009225,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1250.7305652199805,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,322.00865395419123,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1592.067465693651,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1912.8593565080853,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2616.2131807654764,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1868.184179063036,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2242.978454245966,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,998.1545066620477,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2815.173525611837,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,340.76648344397245,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,23.07938375885726,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2065.381516477982,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,1125.730476960965,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,2223.5054997480675,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2452.706388741817,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,461.0573402557083,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1842.7668794724127,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2648.716595269127,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,222.8851391168157,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2354.0457849479053,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,838.6265672194139,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,559.5771639818124,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1725.6354162508435,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1030.9543944707211,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2799.0353307292417,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2051.6253620315874,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1151.6265063644742,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2146.045849202975,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1005.3191742801145,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,320.15995205161926,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,2386.8891782886094,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,444.40026460965805,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,330.9003657163553,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1693.7630681753533,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,844.8157277092463,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2349.020340985196,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,814.5474773322571,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1149.924860445968,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1486.2373197396682,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,628.8109660977767,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,817.4819143831023,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2850.8860041067364,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,7.808121123183939,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2745.497199445324,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,351.82467824488054,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,783.6285083786897,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,72.9762719992984,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,77.91104866909713,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1954.4974225856297,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,2397.510279907159,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,758.3535717011115,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,652.0604947761765,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2678.0890402184286,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1866.3525442271105,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1574.2899567202203,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2246.183061483025,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1972.285121898588,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1292.0282570121035,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,798.6897621444377,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1690.6855645692656,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,898.9486806397842,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1134.3056378699098,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,600.6563092592534,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,223.97978437127173,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2757.599660202361,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2757.06995598931,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1147.0872968506635,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1174.640721047981,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2283.391098108703,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1231.770251972914,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2155.1334989630154,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,633.4924303499787,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2828.763499560274,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,2272.71625242201,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,2861.335141173505,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1461.2013192680497,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1027.1002906747133,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,1559.473230398138,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2438.2583897322406,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,933.6821672162104,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2815.325732697504,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,626.5334170769736,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1825.634470794821,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,369.6094874710838,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2328.169361459881,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,702.6408255845326,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2693.483676277513,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2700.5815669863373,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,293.21929316117144,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2567.691449123808,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2704.860643538668,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2347.2011434996434,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1385.882786018392,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1552.4877585475783,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,836.8168223508054,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,534.6780453502319,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2724.500981505826,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,2060.616995987105,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,714.7539708057512,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1110.5585928848325,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,1152.9415051465865,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1308.2075288387095,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1619.749299421315,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1726.5986893997608,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2011.676685709564,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1602.317059290705,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1728.2371560866611,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,856.7317126283173,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1116.4890342323497,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,1977.7275739995516,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,1020.9695973828162,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,2456.9027133437107,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2641.4325043269905,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,1892.950510064825,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,552.0566511496667,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2892.989970820693,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2421.156694253501,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1955.2593788662195,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2749.8446698743555,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1481.188704477545,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2035.032212428336,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,930.3801741271484,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,181.9071062487621,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2561.5025290553644,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2180.779958719477,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2309.1048205335405,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,802.1611537363514,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1570.4639363998472,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,244.7365963304361,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,577.9539230673993,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,722.9687852061712,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2238.5288672069405,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1431.8738496500666,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,2512.120262743404,182625
"MRI_MSR_100',",ABDOMEN,ABDOMEN,2148.0864480544465,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,434.83480325061606,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2574.970326752288,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,388.6095545590712,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,919.9979327350658,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,28.77751037732066,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1525.10433043904,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2888.657791583217,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1902.652238955281,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,178.40124544390162,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2450.544740456113,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1632.070811362299,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,894.2715387646393,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2729.527328331635,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2410.598569310822,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,2542.1331758616584,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,602.2464087619136,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2406.641815350204,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,2692.2214023384117,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1708.2255950213466,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1521.603043909398,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2632.235444092581,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2208.9308686418804,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,329.56202582875187,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1080.9762295906205,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2269.395192371355,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1439.7704673651594,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,2498.0217597338706,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,705.0346266501703,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2119.016010212769,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1930.4143788377305,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,250.27500572374296,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2838.2265843425307,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,445.1325932998809,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2766.496992624537,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,240.79419141538176,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,623.7343126111703,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,23.66118527055716,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1644.1248442318235,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,641.2774810005978,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,194.35350114638985,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,157.5988062478718,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2296.666299081943,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,673.5771952368715,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2101.282561687658,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,2403.19976602886,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1566.714430144701,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,594.3526200399477,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,2638.2649311525693,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1501.0849158852648,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,276.1394690760541,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1785.7611589521543,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,554.6101198068137,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1681.9102438124307,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,575.2649856318626,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,956.952757948354,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,568.161774448376,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,535.0958221037137,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1582.5390684150502,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1091.9314066508894,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,145.2044445663306,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1020.939248674364,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,606.5034688783201,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,836.446426581961,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1409.3776035281498,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,34.701090083844,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1422.3267567781256,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2270.9549637192217,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,1218.054723271436,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1607.7164636437767,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1322.0857955891229,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1561.7506277129694,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2338.2400994867776,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1689.6569480021114,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1750.673879350255,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,476.88506534243584,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2576.988838760561,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,382.2691946755728,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1737.5931418461116,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1035.3991701896548,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,975.8717578431326,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,361.8663063447352,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2266.373951628143,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1489.638688181004,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,1413.905735301263,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1972.803514727384,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1382.5310327987988,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,340.8582439817286,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1481.6397133791158,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,828.4561884699822,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,648.4439532928145,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2317.5872562146774,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,2648.375948378316,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,981.2272083853842,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1897.6533199427392,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,2265.900427268656,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1651.526633165564,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1638.0466442097766,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2344.7784352955096,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,334.50342276478744,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,864.4022320152259,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,754.1920784124698,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1584.5780324154175,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,349.7674295799847,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1832.0863960925728,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1927.0981045113977,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1336.730306581814,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2430.531933684913,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2792.850828316647,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1894.5665792058703,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2054.254379803162,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,256.8798545744491,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,315.7189089130843,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2336.0662389415543,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2518.6190222696764,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,2147.0368507930148,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,92.71427568802176,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,1499.031831041639,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,622.7882829642326,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,1378.0081015594897,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2203.4671283244347,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,765.7619709804205,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1548.387022120539,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,470.2930838170267,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,618.7765461933059,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2146.839225097484,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1561.1122510045352,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1548.0088706716097,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,733.7729513216146,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2569.256352746911,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2525.949411080532,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2064.7997921357123,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1893.4024226932636,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1008.9562221816936,182625
MRI_FRR_34,ABDOMEN,ABDOMEN,1926.6963089249664,182625
MRI_MSR_100,ABDOMEN,ABDOMEN,2078.6302355839,182625
MRI_MSR_104,ABDOMEN,ABDOMEN,1949.989303870993,182625
MRI_MSR_21,ABDOMEN,ABDOMEN,2453.487498240884,182625
MRI_FRR_257,ABDOMEN,ABDOMEN,4.78633899700044,182625
MRI_FRR_264,ABDOMEN,ABDOMEN,2813.80643007199,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,306.8798545239589,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1411.305264168644,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,2332.514867771794,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1709.9165431206611,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,800.0389613117469,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1406.8213385183228,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,897.6439263436348,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,1535.8322492952889,182625
MRI_CCS_11,ABDOMEN,ABDOMEN,2701.1423098856976,182625
MRI_FRR_3,ABDOMEN,ABDOMEN,1448.4387024060445,182625
